filename, language, Python, Jupyter, YAML, JSON, comment, blank, total
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/tkinter_tkfiledialog.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/tkinter_tkfiledialog.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/tkinter_ttk.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/tkinter_ttk.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/__init__.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/__init__.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/error.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/error.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/parse.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/parse.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/request.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/request.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/response.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/response.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/robotparser.data.json, JSON, 0, 0, 0, 1, 0, 0, 1
/home/julius/projects/curious/.mypy_cache/3.7/six/moves/urllib/robotparser.meta.json, JSON, 0, 0, 0, 1, 0, 0, 1
