Step,"run0-tac,prop,mobile_rank0 - col rate other","run0-tac,prop,mobile_rank0 - col rate self","run0-tac,prop,mobile_rank9 - col rate other","run0-tac,prop,mobile_rank9 - col rate self","run0-tac,prop,mobile_rank8 - col rate other","run0-tac,prop,mobile_rank8 - col rate self","run0-tac,prop,mobile_rank3 - col rate other","run0-tac,prop,mobile_rank3 - col rate self","run0-tac,prop,mobile_rank6 - col rate other","run0-tac,prop,mobile_rank6 - col rate self","run0-tac,prop,mobile_rank7 - col rate other","run0-tac,prop,mobile_rank7 - col rate self","run0-tac,prop,mobile_rank1 - col rate other","run0-tac,prop,mobile_rank1 - col rate self","run0-tac,prop,mobile_rank2 - col rate other","run0-tac,prop,mobile_rank2 - col rate self","run0-tac,prop,mobile_rank4 - col rate other","run0-tac,prop,mobile_rank4 - col rate self"
95000,0.119368421052632,0.361968421052632,0.226794871794872,0.008852631578947,0.226794871794872,0.008777777777778,0.002389473684211,0.129147368421053,0.041842105263158,0.129147368421053,0.030505263157895,0.004442105263158,0.230494736842105,0.113115789473684,0.289494736842105,0,0.134178947368421,0.069978947368421
100000,0.12999,0.38131,0.238965,0.00841,0.238965,0.008852631578947,0.00227,0.14036,0.04846,0.14036,0.02898,0.00422,0.23076,0.10746,0.28182,0,0.12982,0.07106
105000,0.142980952380952,0.401457142857143,0.248985365853659,0.008009523809524,0.248985365853659,0.00841,0.003733333333333,0.150152380952381,0.053133333333333,0.150152380952381,0.0276,0.004019047619048,0.231580952380952,0.102342857142857,0.269180952380952,0,0.124980952380952,0.070619047619048
110000,0.151209090909091,0.421209090909091,0.255928571428571,0.007645454545455,0.255928571428571,0.008009523809524,0.009390909090909,0.242427272727273,0.055545454545455,0.169336363636364,0.0264,0.003836363636364,0.229536363636364,0.097690909090909,0.261027272727273,0,0.1204,0.0688
115000,0.160991304347826,0.439226086956522,0.260883720930232,0.00735652173913,0.260883720930232,0.007645454545455,0.0262,0.258365217391304,0.056730434782609,0.191721739130435,0.025252173913044,0.003669565217391,0.224434782608696,0.09344347826087,0.260173913043478,0,0.116339130434783,0.066860869565217
120000,0.16565,0.45685,0.265745454545455,0.00715,0.265745454545455,0.00735652173913,0.046433333333333,0.2765,0.058875,0.206475,0.0242,0.003516666666667,0.217341666666667,0.08955,0.255233333333333,0,0.112058333333333,0.065083333333333
125000,0.16892,0.471424,0.16892,0.007224,0.16892,0.00715,0.070008,0.29544,0.057592,0.225736,0.023232,0.003376,0.210304,0.085968,0.250448,0,0.107952,0.063296
130000,0.176069230769231,0.486361538461539,0.176069230769231,0.008415384615385,0.176069230769231,0.007224,0.093130769230769,0.312930769230769,0.060684615384615,0.235053846153846,0.022338461538462,0.003246153846154,0.203507692307692,0.082661538461539,0.244315384615385,0,0.104084615384615,0.061638461538462
135000,0.182481481481481,0.497755555555556,0.182481481481481,0.009303703703704,0.182481481481481,0.008415384615385,0.115111111111111,0.3304,0.063407407407407,0.243318518518518,0.021511111111111,0.003125925925926,0.196103703703704,0.0796,0.237074074074074,0,0.100385185185185,0.060074074074074
140000,0.186585714285714,0.51,0.186585714285714,0.009285714285714,0.186585714285714,0.009303703703704,0.133957142857143,0.346142857142857,0.0631,0.250364285714286,0.020742857142857,0.003014285714286,0.1891,0.076757142857143,0.230264285714286,0,0.096885714285714,0.058435714285714
145000,0.187806896551724,0.521075862068965,0.187806896551724,0.009910344827586,0.187806896551724,0.009285714285714,0.149972413793103,0.360993103448276,0.06471724137931,0.247793103448276,0.020027586206897,0.002910344827586,0.182579310344828,0.074110344827586,0.222524137931034,0,0.093668965517241,0.056827586206897
150000,0.189586666666667,0.526053333333333,0.189586666666667,0.010166666666667,0.189586666666667,0.009910344827586,0.165886666666667,0.375846666666667,0.06432,0.241206666666667,0.01936,0.002813333333333,0.176493333333333,0.07164,0.215106666666667,0,0.09058,0.055493333333333
155000,0.194606451612903,0.525496774193548,0.194606451612903,0.012129032258065,0.194606451612903,0.010166666666667,0.182767741935484,0.3896,0.064038709677419,0.237787096774194,0.018735483870968,0.002722580645161,0.1708,0.069329032258065,0.208167741935484,0,0.087664516129032,0.054206451612903
160000,0.1993125,0.51548125,0.1993125,0.01364375,0.255928571428571,0.012129032258065,0.1965625,0.40253125,0.0644125,0.237875,0.01815,0.0026375,0.1654625,0.0671625,0.2016625,0,0.084925,0.05288125
165000,0.200587878787879,0.506751515151515,0.200587878787879,0.016333333333333,0.260883720930232,0.01364375,0.207884848484848,0.414709090909091,0.064890909090909,0.242206060606061,0.0176,0.002557575757576,0.160448484848485,0.065127272727273,0.195551515151515,0,0.082515151515152,0.051642424242424
170000,0.204035294117647,0.493964705882353,0.204035294117647,0.018705882352941,0.265745454545455,0.016333333333333,0.219217647058824,0.424205882352941,0.064388235294118,0.2497,0.017082352941177,0.002482352941176,0.155729411764706,0.063211764705882,0.1898,0,0.080170588235294,0.050405882352941
175000,0.204268571428571,0.485222857142857,0.204268571428571,0.018502857142857,0.16892,0.018705882352941,0.228748571428571,0.432188571428571,0.065417142857143,0.249125714285714,0.016594285714286,0.002411428571429,0.15128,0.061405714285714,0.184377142857143,0,0.077942857142857,0.049422857142857
180000,0.206411111111111,0.479588888888889,0.206411111111111,0.0211,0.176069230769231,0.018502857142857,0.236988888888889,0.441611111111111,0.06625,0.250966666666667,0.016133333333333,0.002344444444444,0.147077777777778,0.0597,0.179255555555556,0,0.075983333333333,0.048388888888889
185000,0.218086486486486,0.470081081081081,0.218086486486486,0.022497297297297,0.182481481481481,0.0211,0.242210810810811,0.451410810810811,0.06665945945946,0.248189189189189,0.015697297297297,0.002281081081081,0.143102702702703,0.058086486486487,0.174410810810811,0,0.074010810810811,0.047583783783784
190000,0.221652631578947,0.460715789473684,0.221652631578947,0.02241052631579,0.186585714285714,0.022497297297297,0.243442105263158,0.459568421052632,0.069863157894737,0.243994736842105,0.015284210526316,0.002221052631579,0.139363157894737,0.056557894736842,0.169821052631579,0,0.072063157894737,0.046721052631579
195000,0.226794871794872,0.453517948717949,0.226794871794872,0.022712820512821,0.187806896551724,0.02241052631579,0.242589743589744,0.467969230769231,0.073307692307692,0.241564102564103,0.014892307692308,0.002164102564103,0.135789743589744,0.055107692307692,0.165466666666667,0,0.070215384615385,0.04594358974359
200000,0.238965,0.446435,0.238965,0.024345,0.189586666666667,0.022712820512821,0.247775,0.47762,0.07515,0.23795,0.01452,0.00211,0.132395,0.05373,0.16133,0,0.068495,0.045115
205000,0.248985365853659,0.445717073170732,0.248985365853659,0.026307317073171,0.194606451612903,0.024345,0.255287804878049,0.485614634146342,0.078580487804878,0.235980487804878,0.014165853658537,0.002058536585366,0.129165853658537,0.052419512195122,0.15739512195122,0,0.06699512195122,0.044360975609756
210000,0.255928571428571,0.446428571428571,0.255928571428571,0.026809523809524,0.255287804878049,0.026307317073171,0.26327619047619,0.490509523809524,0.083076190476191,0.234352380952381,0.013828571428572,0.002009523809524,0.126090476190476,0.051171428571429,0.153647619047619,0,0.0654,0.043709523809524
215000,0.260883720930232,0.450455813953488,0.260883720930232,0.027213953488372,0.26327619047619,0.026809523809524,0.270767441860465,0.492083720930233,0.087911627906977,0.234651162790698,0.013506976744186,0.001962790697674,0.123158139534884,0.049981395348837,0.150074418604651,0,0.063883720930233,0.043004651162791
220000,0.265745454545455,0.4571,0.265745454545455,0.02935,0.270767441860465,0.027213953488372,0.271581818181818,0.491368181818182,0.093018181818182,0.2338,0.0132,0.001918181818182,0.120359090909091,0.048845454545455,0.146663636363636,0,0.062431818181818,0.042436363636364
225000,0.274635555555556,0.458297777777778,0.274635555555556,0.028715555555556,0.271581818181818,0.02935,0.276737777777778,0.493462222222222,0.100826666666667,0.234542222222222,0.012911111111111,0.001875555555556,0.117684444444444,0.04776,0.143404444444444,0,0.061102222222222,0.041808888888889
230000,0.28615652173913,0.455352173913044,0.28615652173913,0.028617391304348,0.276737777777778,0.028715555555556,0.286108695652174,0.494373913043478,0.105686956521739,0.238504347826087,0.012630434782609,0.001834782608696,0.115126086956522,0.046721739130435,0.140286956521739,0,0.059773913043478,0.041152173913044
235000,0.293493617021277,0.451851063829787,0.293493617021277,0.028008510638298,0.013377777777778,0.028617391304348,0.293259574468085,0.49316170212766,0.108021276595745,0.243936170212766,0.01236170212766,0.001795744680851,0.112676595744681,0.045727659574468,0.137417021276596,0,0.058510638297872,0.040668085106383
240000,0.300345833333333,0.449166666666667,0.300345833333333,0.027870833333333,0.01346,0.028008510638298,0.298579166666667,0.496916666666667,0.108641666666667,0.250833333333333,0.012125,0.001758333333333,0.110329166666667,0.044775,0.135691666666667,0,0.057291666666667,0.0402875
245000,0.306975510204082,0.444342857142857,0.306975510204082,0.027302040816327,0.012345454545455,0.027870833333333,0.300044897959184,0.498828571428571,0.112024489795918,0.253542857142857,0.011881632653061,0.001722448979592,0.108077551020408,0.043861224489796,0.136677551020408,0,0.056502040816327,0.051367346938776
250000,0.310404,0.440848,0.310404,0.026968,0.011483333333333,0.027302040816327,0.304876,0.501528,0.11394,0.255624,0.011684,0.001688,0.105916,0.042984,0.140212,0,0.055784,0.062712
255000,0.313533333333333,0.437243137254902,0.313533333333333,0.026807843137255,0.0106,0.026968,0.309780392156863,0.502529411764706,0.115670588235294,0.25181568627451,0.01164705882353,0.001654901960784,0.103839215686275,0.042141176470588,0.145741176470588,0,0.055482352941177,0.074560784313726
260000,0.316619230769231,0.435026923076923,0.316619230769231,0.029219230769231,0.010057142857143,0.026807843137255,0.3162,0.504976923076923,0.114526923076923,0.247353846153846,0.011769230769231,0.001623076923077,0.101842307692308,0.041330769230769,0.151853846153846,0,0.054615384615385,0.085415384615385
265000,0.319962264150943,0.429683018867925,0.319962264150943,0.0352,0.009533333333333,0.029219230769231,0.323860377358491,0.507147169811321,0.112532075471698,0.242735849056604,0.011754716981132,0.001592452830189,0.100011320754717,0.040550943396226,0.155920754716981,0,0.053584905660377,0.092052830188679
270000,0.315592592592593,0.424151851851852,0.315592592592593,0.042107407407407,0.0089375,0.0352,0.329933333333333,0.509318518518518,0.110477777777778,0.238296296296296,0.017418518518519,0.001562962962963,0.10167037037037,0.0398,0.162677777777778,0,0.052603703703704,0.103474074074074
275000,0.310349090909091,0.416872727272727,0.033152727272727,0.049741818181818,0.008588235294118,0.042107407407407,0.335214545454545,0.510821818181818,0.108469090909091,0.233963636363636,0.021334545454546,0.001534545454545,0.10672,0.039076363636364,0.167156363636364,0,0.052,0.115578181818182
280000,0.304807142857143,0.409446428571428,0.032628571428572,0.058007142857143,0.008144444444444,0.049741818181818,0.342628571428571,0.514810714285714,0.106532142857143,0.229785714285714,0.022853571428572,0.001507142857143,0.109796428571429,0.038378571428572,0.172775,0,0.051092857142857,0.127375
285000,0.299459649122807,0.402263157894737,0.032140350877193,0.06640701754386,0.007768421052632,0.058007142857143,0.349564912280702,0.516087719298246,0.104663157894737,0.225764912280702,0.024140350877193,0.001480701754386,0.116635087719298,0.037705263157895,0.178066666666667,0,0.05019649122807,0.13840350877193
290000,0.294296551724138,0.395327586206897,0.031655172413793,0.074,0.00775,0.06640701754386,0.357931034482759,0.519168965517241,0.102858620689655,0.221872413793103,0.025089655172414,0.001455172413793,0.124703448275862,0.037055172413793,0.183772413793103,0,0.049372413793104,0.147596551724138
295000,0.289308474576271,0.38864406779661,0.031189830508475,0.083020338983051,0.007419047619048,0.074,0.366284745762712,0.523620338983051,0.101115254237288,0.21811186440678,0.02575593220339,0.001430508474576,0.132549152542373,0.036427118644068,0.187338983050847,0,0.048535593220339,0.156752542372881
300000,0.284486666666667,0.382166666666667,0.030696666666667,0.093143333333333,0.007081818181818,0.083020338983051,0.36991,0.521933333333333,0.09943,0.214476666666667,0.026246666666667,0.001406666666667,0.139253333333333,0.03582,0.189536666666667,0,0.047726666666667,0.166866666666667
305000,0.279822950819672,0.375931147540984,0.030232786885246,0.100308196721311,0.006973913043478,0.093143333333333,0.374931147540984,0.522859016393443,0.0978,0.210960655737705,0.026091803278689,0.001383606557377,0.145514754098361,0.035232786885246,0.190373770491803,0,0.046944262295082,0.177183606557377
310000,0.275309677419355,0.369867741935484,0.029774193548387,0.10971935483871,0.006808333333333,0.100308196721311,0.375990322580645,0.520283870967742,0.096222580645161,0.207567741935484,0.025703225806452,0.001361290322581,0.151970967741935,0.034664516129032,0.191867741935484,0,0.046287096774194,0.187506451612903
315000,0.270965079365079,0.364050793650794,0.029374603174603,0.1152,0.006608,0.10971935483871,0.378761904761905,0.517212698412698,0.097428571428572,0.20427619047619,0.025295238095238,0.001339682539683,0.157996825396825,0.034114285714286,0.19575873015873,0,0.04568253968254,0.197466666666667
320000,0.26673125,0.3583625,0.029,0.12200625,0.006469230769231,0.1152,0.38149375,0.513890625,0.10463125,0.201084375,0.0249,0.00131875,0.16435625,0.03358125,0.199384375,0,0.0453875,0.207475
325000,0.262630769230769,0.352876923076923,0.028593846153846,0.131292307692308,0.006311111111111,0.12200625,0.383830769230769,0.510375384615385,0.112698461538462,0.197990769230769,0.024516923076923,0.001298461538462,0.168643076923077,0.033064615384615,0.201843076923077,0,0.04796,0.217455384615385
330000,0.258687878787879,0.347590909090909,0.028169696969697,0.137012121212121,0.0063,0.131292307692308,0.38230303030303,0.505393939393939,0.1214,0.194990909090909,0.024145454545455,0.001278787878788,0.173142424242424,0.032563636363636,0.202772727272727,0,0.048812121212121,0.227290909090909
335000,0.254856716417911,0.34244776119403,0.027814925373134,0.144194029850746,0.006213793103448,0.137012121212121,0.380059701492537,0.499531343283582,0.130379104477612,0.193582089552239,0.023785074626866,0.001259701492537,0.1776,0.032077611940299,0.203068656716418,0,0.049758208955224,0.236826865671642
340000,0.251135294117647,0.337464705882353,0.02744705882353,0.148873529411765,0.00622,0.144194029850746,0.378491176470588,0.49435,0.139594117647059,0.193079411764706,0.023435294117647,0.001241176470588,0.182238235294118,0.031605882352941,0.204714705882353,0,0.051894117647059,0.2462
345000,0.24751884057971,0.332573913043478,0.027139130434783,0.152614492753623,0.006251612903226,0.148873529411765,0.377423188405797,0.490724637681159,0.148498550724638,0.194585507246377,0.023095652173913,0.001223188405797,0.188275362318841,0.031147826086957,0.206808695652174,0,0.051982608695652,0.255139130434783
350000,0.243997142857143,0.327894285714286,0.026802857142857,0.155111428571429,0.00644375,0.152614492753623,0.374108571428571,0.484794285714286,0.157482857142857,0.197537142857143,0.022765714285714,0.001205714285714,0.194057142857143,0.030702857142857,0.206171428571429,0,0.052722857142857,0.263805714285714
355000,0.240642253521127,0.323374647887324,0.026498591549296,0.159912676056338,0.006624242424242,0.155111428571429,0.372371830985915,0.481284507042254,0.166298591549296,0.204923943661972,0.022445070422535,0.001188732394366,0.19889014084507,0.030270422535211,0.206974647887324,0,0.054450704225352,0.272014084507042
360000,0.237375,0.318952777777778,0.026180555555556,0.163008333333333,0.006788235294118,0.159912676056338,0.369305555555556,0.478533333333333,0.174986111111111,0.213355555555556,0.022133333333333,0.001172222222222,0.201611111111111,0.029858333333333,0.206694444444444,0,0.055058333333333,0.280119444444444
365000,0.23413698630137,0.314627397260274,0.025893150684932,0.164808219178082,0.007068571428571,0.163008333333333,0.366915068493151,0.476295890410959,0.18347397260274,0.221605479452055,0.021830136986301,0.001156164383562,0.202252054794521,0.029457534246575,0.20667397260274,0,0.055550684931507,0.287980821917808
370000,0.231013513513513,0.310383783783784,0.025567567567568,0.1678,0.007294444444444,0.164808219178082,0.363832432432432,0.472983783783784,0.191343243243243,0.228862162162162,0.021535135135135,0.001140540540541,0.201513513513514,0.029135135135135,0.206456756756757,0,0.056140540540541,0.295597297297297
375000,0.227992,0.306304,0.025245333333333,0.170365333333333,0.007345945945946,0.1678,0.3612,0.471466666666667,0.199210666666667,0.235810666666667,0.021248,0.001125333333333,0.200072,0.029008,0.206232,0,0.056773333333333,0.303138666666667
380000,0.225018421052632,0.302360526315789,0.02496052631579,0.173031578947368,0.007321052631579,0.170365333333333,0.358897368421053,0.471592105263158,0.20635,0.24218947368421,0.020968421052632,0.001110526315789,0.198663157894737,0.029131578947369,0.206878947368421,0,0.057134210526316,0.310255263157895
385000,0.222150649350649,0.298542857142857,0.024683116883117,0.174854545454545,0.007292307692308,0.173031578947368,0.356158441558442,0.470550649350649,0.213644155844156,0.248646753246753,0.020696103896104,0.001096103896104,0.196597402597403,0.02918961038961,0.207290909090909,0,0.057997402597403,0.317179220779221
390000,0.219364102564103,0.294779487179487,0.0244,0.176738461538462,0.0072,0.174854545454545,0.353051282051282,0.470115384615385,0.2206,0.255258974358974,0.020430769230769,0.001082051282051,0.194612820512821,0.02954358974359,0.20824358974359,0,0.059858974358974,0.323917948717949
395000,0.216632911392405,0.291055696202532,0.024124050632911,0.178875949367089,0.007321951219512,0.176738461538462,0.350091139240506,0.469541772151899,0.227959493670886,0.262658227848101,0.020172151898734,0.00106835443038,0.192453164556962,0.0298,0.208835443037975,0,0.059529113924051,0.330544303797468
400000,0.2140175,0.28745,0.0238575,0.1808525,0.007390476190476,0.178875949367089,0.348325,0.4678775,0.2350225,0.2676575,0.01992,0.001055,0.1907925,0.03002,0.2093975,0,0.06096,0.3368475
405000,0.211444444444444,0.283930864197531,0.023604938271605,0.183279012345679,0.007441860465116,0.1808525,0.346145679012346,0.466338271604938,0.240997530864198,0.272528395061728,0.019674074074074,0.001041975308642,0.189034567901235,0.030185185185185,0.210330864197531,0,0.061846913580247,0.343106172839506
410000,0.208921951219512,0.280512195121951,0.023331707317073,0.186482926829268,0.007527272727273,0.183279012345679,0.344046341463415,0.465348780487805,0.247695121951219,0.27950487804878,0.019434146341464,0.001029268292683,0.187139024390244,0.030070731707317,0.210863414634146,0,0.061985365853659,0.349185365853659
415000,0.206518072289157,0.277175903614458,0.023077108433735,0.190971084337349,0.007462222222222,0.186482926829268,0.342987951807229,0.464079518072289,0.25486265060241,0.283472289156626,0.0192,0.00101686746988,0.18504578313253,0.030127710843374,0.211527710843373,0,0.06324578313253,0.355207228915663
420000,0.204097619047619,0.273945238095238,0.022864285714286,0.194957142857143,0.007347826086957,0.190971084337349,0.342623809523809,0.462011904761905,0.261795238095238,0.287921428571429,0.018971428571429,0.001004761904762,0.183369047619048,0.029926190476191,0.212221428571429,0,0.064307142857143,0.361004761904762
425000,0.201776470588235,0.270722352941176,0.022623529411765,0.251317647058824,0.007246808510638,0.194957142857143,0.342202352941176,0.458583529411765,0.268414117647059,0.290717647058823,0.018748235294118,0.000992941176471,0.181844705882353,0.029762352941177,0.212912941176471,0,0.064529411764706,0.366661176470588
430000,0.199520930232558,0.267658139534884,0.022390697674419,0.248402325581395,0.007179166666667,0.251317647058824,0.340711627906977,0.454741860465116,0.274267441860465,0.288237209302326,0.01853023255814,0.000981395348837,0.179867441860465,0.029813953488372,0.213695348837209,0,0.065018604651163,0.371951162790698
435000,0.197241379310345,0.264583908045977,0.022186206896552,0.245549425287356,0.007048979591837,0.248402325581395,0.339331034482759,0.450894252873563,0.280206896551724,0.285411494252874,0.01831724137931,0.000970114942529,0.178144827586207,0.029765517241379,0.214563218390805,0,0.064947126436782,0.377193103448276
440000,0.19505,0.261597727272727,0.021975,0.242763636363636,0.006932,0.245549425287356,0.339911363636364,0.446681818181818,0.285647727272727,0.282179545454545,0.018109090909091,0.000959090909091,0.176402272727273,0.029702272727273,0.215281818181818,0,0.065893181818182,0.382377272727273
445000,0.192916853932584,0.258698876404494,0.021759550561798,0.240049438202247,0.006803921568627,0.242763636363636,0.3388,0.442559550561798,0.289932584269663,0.27901797752809,0.017905617977528,0.000948314606742,0.174773033707865,0.029703370786517,0.216366292134831,0,0.066065168539326,0.387375280898876
450000,0.190824444444444,0.25586,0.021575555555556,0.237388888888889,0.006673076923077,0.240049438202247,0.338064444444444,0.439584444444445,0.291784444444444,0.275917777777778,0.017706666666667,0.000937777777778,0.173044444444444,0.0297,0.217015555555556,0,0.065348888888889,0.392137777777778
455000,0.188771428571429,0.253072527472527,0.021367032967033,0.23478021978022,0.006547169811321,0.237388888888889,0.336358241758242,0.435907692307692,0.290938461538462,0.272885714285714,0.017512087912088,0.000927472527473,0.171375824175824,0.029832967032967,0.218013186813187,0,0.06470989010989,0.396681318681319
460000,0.18679347826087,0.25035652173913,0.021152173913044,0.232232608695652,0.006425925925926,0.23478021978022,0.334002173913043,0.431832608695652,0.288063043478261,0.269919565217391,0.017321739130435,0.000917391304348,0.169617391304348,0.030102173913044,0.218397826086956,0,0.064013043478261,0.401104347826087
465000,0.184827956989247,0.247679569892473,0.020929032258065,0.229735483870968,0.006309090909091,0.232232608695652,0.332636559139785,0.429101075268817,0.285002150537634,0.267017204301075,0.017135483870968,0.00090752688172,0.16798064516129,0.030167741935484,0.217640860215054,0,0.063324731182796,0.405604301075269
470000,0.182872340425532,0.245059574468085,0.020763829787234,0.2273,0.006196428571429,0.229735483870968,0.331006382978723,0.42531914893617,0.282031914893617,0.264176595744681,0.016953191489362,0.000897872340426,0.166310638297872,0.030136170212766,0.215474468085106,0,0.062687234042553,0.409978723404255
475000,0.180947368421053,0.242503157894737,0.020572631578947,0.224913684210526,0.006087719298246,0.2273,0.328766315789474,0.421513684210526,0.279164210526316,0.266263157894737,0.016774736842105,0.000888421052632,0.164785263157895,0.030191578947369,0.213368421052632,0,0.062048421052632,0.414298947368421
480000,0.17908125,0.24004375,0.020427083333333,0.222570833333333,0.00598275862069,0.224913684210526,0.326775,0.418297916666667,0.276325,0.267,0.0166,0.000879166666667,0.163445833333333,0.030327083333333,0.211191666666667,0,0.061522916666667,0.41841875
485000,0.177305154639175,0.237585567010309,0.020247422680412,0.220278350515464,0.005881355932203,0.222570833333333,0.324296907216495,0.414878350515464,0.273616494845361,0.270352577319588,0.016428865979382,0.000870103092784,0.161977319587629,0.030783505154639,0.209024742268041,0,0.060888659793815,0.422437113402062
490000,0.175538775510204,0.235181632653061,0.020097959183674,0.218040816326531,0.005783333333333,0.220278350515464,0.322030612244898,0.41114693877551,0.270942857142857,0.274763265306122,0.016265306122449,0.000861224489796,0.160795918367347,0.031851020408163,0.206891836734694,0,0.060297959183674,0.426420408163265
495000,0.173848484848485,0.232888888888889,0.019915151515152,0.215850505050505,0.005688524590164,0.218040816326531,0.319848484848485,0.4078,0.268341414141414,0.279286868686869,0.01610101010101,0.000852525252525,0.159545454545455,0.033183838383838,0.20480202020202,0,0.05969494949495,0.430359595959596
500000,0.172164,0.230564,0.019732,0.213694,0.005596774193548,0.215850505050505,0.3173,0.40436,0.265796,0.284304,0.01594,0.000844,0.158174,0.034116,0.202754,0,0.059148,0.434234
505000,0.170510891089109,0.228281188118812,0.019544554455446,0.211582178217822,0.005507936507937,0.213694,0.314835643564356,0.401142574257426,0.263346534653465,0.289681188118812,0.015782178217822,0.000835643564356,0.156623762376238,0.034960396039604,0.200746534653465,0,0.058675247524753,0.438110891089109
