Step,run0-tac_rank2 - col rate other,run0-tac_rank2 - col rate self,run0-tac_rank4 - col rate other,run0-tac_rank4 - col rate self,run0-tac_rank9 - col rate other,run0-tac_rank9 - col rate self,run0-tac_rank8 - col rate other,run0-tac_rank8 - col rate self,run0-tac_rank5 - col rate other,run0-tac_rank5 - col rate self,run0-tac_rank1 - col rate other,run0-tac_rank1 - col rate self,run0-tac_rank0 - col rate other,run0-tac_rank0 - col rate self,run0-tac_rank3 - col rate other,run0-tac_rank3 - col rate self,run0-tac_rank7 - col rate other,run0-tac_rank7 - col rate self,run0-tac_rank6 - col rate other,run0-tac_rank6 - col rate self
220000,0.231736363636364,0.073486363636364,0.317595454545455,0.123604545454545,0.258327272727273,0.036372727272727,0.350104545454545,0.002745454545455,0.268022727272727,0.145940909090909,0.203245454545454,0.033736363636364,0.359159090909091,0.000781818181818,0.346963636363636,0.003863636363636,0.279486363636364,0.02935,0.278645454545454,0.071145454545455
225000,0.229773333333333,0.075293333333333,0.322008888888889,0.129417777777778,0.260293333333333,0.035684444444445,0.35556,0.002684444444444,0.264177777777778,0.152222222222222,0.200071111111111,0.033804444444445,0.363342222222222,0.000764444444444,0.34636,0.003777777777778,0.275546666666667,0.028715555555556,0.276515555555556,0.075764444444445
230000,0.228195652173913,0.077978260869565,0.322360869565217,0.132613043478261,0.262039130434783,0.037217391304348,0.358469565217391,0.002626086956522,0.26055652173913,0.154386956521739,0.197008695652174,0.036456521739131,0.364834782608696,0.000747826086957,0.345760869565217,0.003695652173913,0.271734782608696,0.028617391304348,0.272960869565217,0.082617391304348
235000,0.226791489361702,0.080744680851064,0.327523404255319,0.136787234042553,0.263876595744681,0.039417021276596,0.359348936170213,0.002570212765957,0.257595744680851,0.157446808510638,0.193527659574468,0.035757446808511,0.368702127659574,0.000731914893617,0.345770212765957,0.003617021276596,0.267136170212766,0.028008510638298,0.268987234042553,0.092591489361702
240000,0.226129166666667,0.080508333333333,0.3299125,0.139704166666667,0.267233333333333,0.039875,0.359291666666667,0.002516666666667,0.25405,0.161708333333333,0.190408333333333,0.035308333333333,0.370833333333333,0.000716666666667,0.344529166666667,0.003541666666667,0.264433333333333,0.027870833333333,0.26445,0.098641666666667
245000,0.227848979591837,0.08109387755102,0.330110204081633,0.141465306122449,0.271040816326531,0.03950612244898,0.359224489795918,0.002465306122449,0.252261224489796,0.164848979591837,0.187387755102041,0.035195918367347,0.368673469387755,0.000702040816327,0.343318367346939,0.003469387755102,0.261220408163265,0.027302040816327,0.260469387755102,0.108865306122449
250000,0.2274,0.082732,0.333228,0.14536,0.27036,0.040236,0.360512,0.002416,0.248944,0.169068,0.184748,0.034628,0.368272,0.000688,0.347176,0.0034,0.257336,0.026968,0.25684,0.115488
255000,0.227074509803922,0.082698039215686,0.334419607843137,0.15018431372549,0.272905882352941,0.039749019607843,0.361721568627451,0.00236862745098,0.249176470588235,0.169101960784314,0.181729411764706,0.033949019607843,0.365396078431373,0.000674509803922,0.348149019607843,0.003333333333333,0.253466666666667,0.026807843137255,0.25556862745098,0.121192156862745
260000,0.22715,0.085253846153846,0.332534615384615,0.151342307692308,0.274630769230769,0.039392307692308,0.363442307692308,0.002323076923077,0.248330769230769,0.170573076923077,0.178857692307692,0.033296153846154,0.363611538461538,0.000661538461538,0.345053846153846,0.003269230769231,0.249669230769231,0.029219230769231,0.253042307692308,0.127557692307692
265000,0.226415094339623,0.085241509433962,0.335377358490566,0.154701886792453,0.276007547169811,0.039479245283019,0.364932075471698,0.002279245283019,0.247132075471698,0.172052830188679,0.176158490566038,0.032807547169811,0.3628,0.000649056603774,0.34171320754717,0.003207547169811,0.24648679245283,0.0352,0.250671698113208,0.132528301886792
270000,0.226196296296296,0.085596296296296,0.338581481481481,0.15752962962963,0.277092592592593,0.041392592592593,0.368133333333333,0.002237037037037,0.247640740740741,0.172974074074074,0.173711111111111,0.033248148148148,0.36187037037037,0.000637037037037,0.338640740740741,0.003148148148148,0.243392592592593,0.042107407407407,0.248703703703704,0.138237037037037
275000,0.225661818181818,0.087832727272727,0.338796363636364,0.162036363636364,0.27844,0.043156363636364,0.370621818181818,0.002196363636364,0.248694545454545,0.173669090909091,0.171352727272727,0.033618181818182,0.360236363636364,0.000625454545455,0.335018181818182,0.003090909090909,0.239847272727273,0.049741818181818,0.248123636363636,0.144181818181818
280000,0.2244,0.088117857142857,0.337864285714286,0.162221428571429,0.280539285714286,0.043025,0.375939285714286,0.002157142857143,0.248382142857143,0.175892857142857,0.168910714285714,0.034653571428572,0.357839285714286,0.000614285714286,0.33075,0.003039285714286,0.23635,0.058007142857143,0.248907142857143,0.150132142857143
285000,0.22340701754386,0.088256140350877,0.339614035087719,0.162266666666667,0.280929824561404,0.043259649122807,0.378305263157895,0.002119298245614,0.249129824561403,0.177157894736842,0.16639298245614,0.035056140350877,0.355656140350877,0.00060350877193,0.327171929824561,0.002985964912281,0.23298947368421,0.06640701754386,0.248873684210526,0.152350877192982
290000,0.222148275862069,0.0885,0.341344827586207,0.164234482758621,0.281441379310345,0.043503448275862,0.378237931034483,0.00208275862069,0.248144827586207,0.177903448275862,0.164027586206897,0.03858275862069,0.354255172413793,0.000593103448276,0.323348275862069,0.002934482758621,0.231475862068965,0.074,0.251293103448276,0.15608275862069
295000,0.220905084745763,0.087881355932203,0.347128813559322,0.164501694915254,0.281474576271186,0.043891525423729,0.379691525423729,0.002071186440678,0.247322033898305,0.179691525423729,0.162122033898305,0.039505084745763,0.354206779661017,0.000583050847458,0.319484745762712,0.003833898305085,0.228610169491525,0.083020338983051,0.252938983050847,0.156162711864407
300000,0.219326666666667,0.087173333333333,0.349493333333333,0.162726666666667,0.281326666666667,0.043783333333333,0.37945,0.002063333333333,0.246906666666667,0.182456666666667,0.160083333333333,0.041203333333333,0.354496666666667,0.000573333333333,0.316053333333333,0.00377,0.22555,0.093143333333333,0.255213333333333,0.156466666666667
305000,0.219688524590164,0.088170491803279,0.349901639344262,0.160980327868852,0.282216393442623,0.043806557377049,0.379852459016393,0.002029508196721,0.245895081967213,0.184098360655738,0.157822950819672,0.044236065573771,0.355914754098361,0.00056393442623,0.312475409836066,0.003711475409836,0.222701639344262,0.100308196721311,0.25835737704918,0.156491803278689
310000,0.218841935483871,0.088774193548387,0.34941935483871,0.159641935483871,0.2828,0.043961290322581,0.379235483870968,0.001996774193548,0.248493548387097,0.186651612903226,0.155774193548387,0.046696774193548,0.359070967741935,0.000554838709677,0.308645161290323,0.003777419354839,0.219909677419355,0.10971935483871,0.258493548387097,0.159567741935484
315000,0.217711111111111,0.090933333333333,0.351638095238095,0.158539682539683,0.282355555555556,0.045355555555556,0.379307936507936,0.002015873015873,0.250822222222222,0.185730158730159,0.153692063492063,0.048965079365079,0.361669841269841,0.000546031746032,0.304793650793651,0.00371746031746,0.217374603174603,0.1152,0.257844444444444,0.161603174603175
320000,0.2172375,0.091021875,0.351971875,0.157446875,0.2824375,0.046003125,0.38149375,0.001984375,0.257378125,0.183934375,0.151721875,0.05211875,0.363384375,0.0005375,0.30086875,0.003659375,0.214678125,0.12200625,0.25478125,0.167303125
325000,0.219030769230769,0.092584615384615,0.350092307692308,0.156289230769231,0.283566153846154,0.046643076923077,0.381267692307692,0.002006153846154,0.25632,0.186529230769231,0.149784615384615,0.052495384615385,0.365335384615385,0.000529230769231,0.297067692307692,0.003630769230769,0.212212307692308,0.131292307692308,0.252858461538462,0.170806153846154
330000,0.219357575757576,0.094315151515152,0.347315151515151,0.155187878787879,0.284733333333333,0.048536363636364,0.381606060606061,0.002154545454545,0.25869696969697,0.189036363636364,0.148042424242424,0.053981818181818,0.36590303030303,0.000587878787879,0.293775757575758,0.005366666666667,0.209824242424242,0.137012121212121,0.252369696969697,0.173393939393939
335000,0.219128358208955,0.098349253731343,0.344791044776119,0.15375223880597,0.286065671641791,0.049770149253731,0.383277611940298,0.002122388059702,0.262119402985075,0.190955223880597,0.146232835820896,0.053546268656717,0.366710447761194,0.001364179104478,0.290674626865672,0.00764776119403,0.207513432835821,0.144194029850746,0.251274626865672,0.175683582089552
340000,0.2189,0.099782352941177,0.345544117647059,0.151826470588235,0.287179411764706,0.049982352941177,0.382826470588235,0.002691176470588,0.260791176470588,0.194202941176471,0.144435294117647,0.055317647058824,0.367732352941176,0.002717647058824,0.287429411764706,0.012008823529412,0.205152941176471,0.148873529411765,0.249470588235294,0.179097058823529
345000,0.217472463768116,0.10224347826087,0.349646376811594,0.152104347826087,0.288289855072464,0.049886956521739,0.383768115942029,0.002968115942029,0.261660869565217,0.19624347826087,0.142794202898551,0.056121739130435,0.368617391304348,0.002678260869565,0.284339130434783,0.01444347826087,0.203188405797101,0.152614492753623,0.250284057971014,0.182234782608696
350000,0.21676,0.104808571428571,0.352508571428571,0.15352,0.289185714285714,0.049434285714286,0.384617142857143,0.003217142857143,0.261228571428571,0.197071428571429,0.141091428571429,0.059045714285714,0.369948571428571,0.002905714285714,0.281514285714286,0.01986,0.201085714285714,0.155111428571429,0.249945714285714,0.183662857142857
355000,0.215321126760563,0.108735211267606,0.35430985915493,0.153498591549296,0.291169014084507,0.048997183098592,0.384830985915493,0.003171830985916,0.263002816901408,0.198678873239437,0.139357746478873,0.061585915492958,0.371397183098591,0.003661971830986,0.27847323943662,0.023166197183099,0.199687323943662,0.159912676056338,0.250205633802817,0.185684507042254
360000,0.215138888888889,0.112894444444444,0.353025,0.152419444444444,0.292219444444444,0.048752777777778,0.383741666666667,0.003127777777778,0.2627,0.199711111111111,0.137758333333333,0.062130555555556,0.371175,0.003611111111111,0.275622222222222,0.028319444444445,0.197708333333333,0.163008333333333,0.249066666666667,0.191441666666667
365000,0.213230136986301,0.113769863013699,0.351542465753425,0.151104109589041,0.29658904109589,0.048084931506849,0.383435616438356,0.003084931506849,0.264920547945205,0.202528767123288,0.136041095890411,0.062643835616438,0.371654794520548,0.005416438356164,0.273030136986301,0.033046575342466,0.195780821917808,0.164808219178082,0.249356164383562,0.193734246575342
370000,0.212535135135135,0.115672972972973,0.350232432432432,0.150143243243243,0.298213513513513,0.048010810810811,0.381359459459459,0.003043243243243,0.264564864864865,0.203410810810811,0.134694594594595,0.064362162162162,0.372186486486486,0.005343243243243,0.270181081081081,0.039691891891892,0.193840540540541,0.1678,0.24952972972973,0.195608108108108
375000,0.212669333333333,0.118984,0.349162666666667,0.148706666666667,0.300837333333333,0.047370666666667,0.382522666666667,0.003501333333333,0.265048,0.203701333333333,0.133218666666667,0.06452,0.372053333333333,0.00528,0.267944,0.045106666666667,0.192858666666667,0.170365333333333,0.248832,0.196933333333333
380000,0.214971052631579,0.122813157894737,0.349310526315789,0.146863157894737,0.304136842105263,0.047031578947369,0.383492105263158,0.0036,0.265776315789474,0.204584210526316,0.132184210526316,0.066402631578947,0.370681578947368,0.006036842105263,0.265334210526316,0.048297368421053,0.191121052631579,0.173031578947368,0.246705263157895,0.200028947368421
385000,0.21587012987013,0.124368831168831,0.352371428571429,0.145477922077922,0.30578961038961,0.046696103896104,0.385457142857143,0.004542857142857,0.265771428571429,0.205677922077922,0.13094025974026,0.068498701298701,0.369950649350649,0.006511688311688,0.263735064935065,0.051093506493507,0.191018181818182,0.174854545454545,0.246719480519481,0.201916883116883
390000,0.216753846153846,0.126194871794872,0.35464358974359,0.145012820512821,0.307287179487179,0.04658717948718,0.386435897435898,0.005553846153846,0.266407692307692,0.206828205128205,0.129707692307692,0.068974358974359,0.368994871794872,0.006735897435897,0.261620512820513,0.055764102564103,0.190817948717949,0.176738461538462,0.246823076923077,0.200558974358974
395000,0.217329113924051,0.12659746835443,0.357594936708861,0.14586582278481,0.309688607594937,0.046425316455696,0.386108860759494,0.006164556962025,0.268574683544304,0.208622784810127,0.128427848101266,0.069645569620253,0.368784810126582,0.007724050632911,0.259346835443038,0.058726582278481,0.189169620253165,0.178875949367089,0.246678481012658,0.202078481012658
400000,0.21791,0.1277675,0.35962,0.1463525,0.310955,0.046375,0.3859875,0.0060875,0.267745,0.2099675,0.1269575,0.070915,0.368265,0.008405,0.2572475,0.0606975,0.188565,0.1808525,0.2454725,0.204405
405000,0.21803950617284,0.129266666666667,0.358575308641975,0.144975308641975,0.312083950617284,0.046279012345679,0.38539012345679,0.006241975308642,0.269083950617284,0.211533333333333,0.125723456790123,0.071377777777778,0.369076543209876,0.008582716049383,0.255133333333333,0.061762962962963,0.188555555555556,0.183279012345679,0.24280987654321,0.206767901234568
410000,0.21839512195122,0.129814634146341,0.356975609756098,0.143246341463415,0.313629268292683,0.046007317073171,0.385443902439024,0.007192682926829,0.268534146341463,0.213646341463415,0.12440487804878,0.073314634146342,0.368973170731707,0.008646341463415,0.253039024390244,0.063521951219512,0.187531707317073,0.186482926829268,0.242692682926829,0.208226829268293
415000,0.217361445783132,0.132946987951807,0.354595180722892,0.141520481927711,0.3162,0.046180722891566,0.385392771084337,0.007602409638554,0.267884337349398,0.215559036144578,0.123224096385542,0.073732530120482,0.368850602409639,0.008763855421687,0.252118072289157,0.067624096385542,0.186872289156626,0.190971084337349,0.242910843373494,0.210867469879518
420000,0.217159523809524,0.135352380952381,0.352314285714286,0.139835714285714,0.31665,0.046085714285714,0.384180952380952,0.007511904761905,0.2683,0.217202380952381,0.12197619047619,0.07457380952381,0.369045238095238,0.0091,0.2503,0.06802380952381,0.186661904761905,0.194957142857143,0.241638095238095,0.209571428571429
425000,0.218011764705882,0.136729411764706,0.34948,0.138190588235294,0.319623529411765,0.045844705882353,0.383,0.007423529411765,0.266510588235294,0.219567058823529,0.120741176470588,0.074432941176471,0.368823529411765,0.008992941176471,0.249625882352941,0.068792941176471,0.187712941176471,0.19832,0.240392941176471,0.213157647058824
430000,0.217211627906977,0.138162790697674,0.346823255813953,0.136583720930233,0.321839534883721,0.045874418604651,0.382055813953488,0.007337209302326,0.266490697674419,0.221211627906977,0.119620930232558,0.07446511627907,0.369281395348837,0.00906976744186,0.249046511627907,0.070153488372093,0.187453488372093,0.201713953488372,0.239462790697674,0.216323255813953
435000,0.218434482758621,0.140422988505747,0.34431724137931,0.135022988505747,0.322744827586207,0.045864367816092,0.381986206896552,0.007558620689655,0.265710344827586,0.22387816091954,0.118418390804598,0.075551724137931,0.368754022988506,0.00976091954023,0.249294252873563,0.072011494252874,0.189089655172414,0.205986206896552,0.237422988505747,0.218519540229885
440000,0.220493181818182,0.143827272727273,0.341779545454545,0.134231818181818,0.323340909090909,0.045343181818182,0.380579545454545,0.007472727272727,0.264759090909091,0.226804545454545,0.117261363636364,0.076502272727273,0.368636363636364,0.010254545454546,0.248431818181818,0.073540909090909,0.191634090909091,0.210375,0.236829545454545,0.222754545454545
445000,0.221065168539326,0.147116853932584,0.339132584269663,0.134089887640449,0.32267191011236,0.044833707865169,0.381478651685393,0.00834606741573,0.264685393258427,0.230213483146067,0.116141573033708,0.077680898876405,0.368912359550562,0.010874157303371,0.24916404494382,0.074883146067416,0.19447191011236,0.213916853932584,0.235422471910112,0.225244943820225
