,Rank,Episode,ep_len,Alpha,rolling mean
779,2,79,201,0.0,201.0
780,2,80,201,0.0,201.0
781,2,81,201,0.0,201.0
782,2,82,201,0.0,201.0
783,2,83,201,0.0,201.0
784,2,84,201,0.0,201.0
785,2,85,201,0.0,201.0
786,2,86,201,0.0,201.0
787,2,87,201,0.0,201.0
788,2,88,201,0.0,201.0
789,2,89,201,0.0,201.0
790,2,90,201,0.0,201.0
791,2,91,201,0.0,201.0
792,2,92,201,0.0,201.0
793,2,93,201,0.0,201.0
794,2,94,201,0.0,201.0
795,2,95,201,0.0,201.0
796,2,96,201,0.0,201.0
797,2,97,201,0.0,201.0
798,2,98,201,0.0,201.0
799,2,99,201,0.0,201.0
800,0,0,201,0.0,201.0
801,0,1,201,0.0,201.0
802,0,2,201,0.0,201.0
803,0,3,201,0.0,201.0
804,0,4,201,0.0,201.0
805,0,5,201,0.0,201.0
806,0,6,201,0.0,201.0
807,0,7,201,0.0,201.0
808,0,8,201,0.0,201.0
809,0,9,201,0.0,201.0
810,0,10,201,0.0,201.0
811,0,11,201,0.0,201.0
812,0,12,201,0.0,201.0
813,0,13,201,0.0,201.0
814,0,14,201,0.0,201.0
815,0,15,201,0.0,201.0
816,0,16,201,0.0,201.0
817,0,17,201,0.0,201.0
818,0,18,201,0.0,201.0
819,0,19,201,0.0,201.0
820,0,20,201,0.0,201.0
821,0,21,201,0.0,201.0
822,0,22,201,0.0,201.0
823,0,23,201,0.0,201.0
824,0,24,201,0.0,201.0
825,0,25,201,0.0,201.0
826,0,26,201,0.0,201.0
827,0,27,201,0.0,201.0
828,0,28,201,0.0,201.0
829,0,29,201,0.0,201.0
830,0,30,201,0.0,201.0
831,0,31,201,0.0,201.0
832,0,32,201,0.0,201.0
833,0,33,201,0.0,201.0
834,0,34,201,0.0,201.0
835,0,35,201,0.0,201.0
836,0,36,201,0.0,201.0
837,0,37,201,0.0,201.0
838,0,38,201,0.0,201.0
839,0,39,201,0.0,201.0
840,0,40,201,0.0,201.0
841,0,41,201,0.0,201.0
842,0,42,201,0.0,201.0
843,0,43,201,0.0,201.0
844,0,44,201,0.0,201.0
845,0,45,201,0.0,201.0
846,0,46,201,0.0,201.0
847,0,47,201,0.0,201.0
848,0,48,201,0.0,201.0
849,0,49,201,0.0,201.0
850,0,50,201,0.0,201.0
851,0,51,201,0.0,201.0
852,0,52,201,0.0,201.0
853,0,53,201,0.0,201.0
854,0,54,201,0.0,201.0
855,0,55,201,0.0,201.0
856,0,56,201,0.0,201.0
857,0,57,201,0.0,201.0
858,0,58,201,0.0,201.0
859,0,59,201,0.0,201.0
860,0,60,201,0.0,201.0
861,0,61,201,0.0,201.0
862,0,62,201,0.0,201.0
863,0,63,201,0.0,201.0
864,0,64,201,0.0,201.0
865,0,65,201,0.0,201.0
866,0,66,201,0.0,201.0
867,0,67,201,0.0,201.0
868,0,68,201,0.0,201.0
869,0,69,201,0.0,201.0
870,0,70,201,0.0,201.0
871,0,71,201,0.0,201.0
872,0,72,201,0.0,201.0
873,0,73,201,0.0,201.0
874,0,74,201,0.0,201.0
875,0,75,201,0.0,201.0
876,0,76,201,0.0,201.0
877,0,77,201,0.0,201.0
878,0,78,201,0.0,201.0
879,0,79,201,0.0,201.0
880,0,80,201,0.0,201.0
881,0,81,201,0.0,201.0
882,0,82,201,0.0,201.0
883,0,83,201,0.0,201.0
884,0,84,201,0.0,201.0
885,0,85,201,0.0,201.0
886,0,86,201,0.0,201.0
887,0,87,201,0.0,201.0
888,0,88,201,0.0,201.0
889,0,89,201,0.0,201.0
890,0,90,201,0.0,201.0
891,0,91,201,0.0,201.0
892,0,92,201,0.0,201.0
893,0,93,201,0.0,201.0
894,0,94,201,0.0,201.0
895,0,95,201,0.0,201.0
896,0,96,201,0.0,201.0
897,0,97,201,0.0,201.0
898,0,98,201,0.0,201.0
899,0,99,201,0.0,201.0
900,6,0,201,0.0,201.0
901,6,1,201,0.0,201.0
902,6,2,201,0.0,201.0
903,6,3,201,0.0,201.0
904,6,4,201,0.0,201.0
905,6,5,201,0.0,201.0
906,6,6,201,0.0,201.0
907,6,7,201,0.0,201.0
908,6,8,201,0.0,201.0
909,6,9,201,0.0,201.0
910,6,10,201,0.0,201.0
911,6,11,201,0.0,201.0
912,6,12,201,0.0,201.0
913,6,13,201,0.0,201.0
914,6,14,201,0.0,201.0
915,6,15,201,0.0,201.0
916,6,16,201,0.0,201.0
917,6,17,201,0.0,201.0
918,6,18,201,0.0,201.0
919,6,19,201,0.0,201.0
920,6,20,201,0.0,201.0
921,6,21,201,0.0,201.0
922,6,22,201,0.0,201.0
923,6,23,201,0.0,201.0
924,6,24,201,0.0,201.0
925,6,25,201,0.0,201.0
926,6,26,201,0.0,201.0
927,6,27,201,0.0,201.0
928,6,28,201,0.0,201.0
929,6,29,201,0.0,201.0
930,6,30,201,0.0,201.0
931,6,31,201,0.0,201.0
932,6,32,201,0.0,201.0
933,6,33,201,0.0,201.0
934,6,34,201,0.0,201.0
935,6,35,201,0.0,201.0
936,6,36,201,0.0,201.0
937,6,37,201,0.0,201.0
938,6,38,201,0.0,201.0
939,6,39,201,0.0,201.0
940,6,40,201,0.0,201.0
941,6,41,201,0.0,201.0
942,6,42,201,0.0,201.0
943,6,43,201,0.0,201.0
944,6,44,201,0.0,201.0
945,6,45,201,0.0,201.0
946,6,46,201,0.0,201.0
947,6,47,201,0.0,201.0
948,6,48,201,0.0,201.0
949,6,49,201,0.0,201.0
950,6,50,201,0.0,201.0
951,6,51,201,0.0,201.0
952,6,52,201,0.0,201.0
953,6,53,201,0.0,201.0
954,6,54,201,0.0,201.0
955,6,55,201,0.0,201.0
956,6,56,201,0.0,201.0
957,6,57,201,0.0,201.0
958,6,58,201,0.0,201.0
959,6,59,201,0.0,201.0
960,6,60,201,0.0,201.0
961,6,61,201,0.0,201.0
962,6,62,201,0.0,201.0
963,6,63,201,0.0,201.0
964,6,64,201,0.0,201.0
965,6,65,201,0.0,201.0
966,6,66,201,0.0,201.0
967,6,67,201,0.0,201.0
968,6,68,201,0.0,201.0
969,6,69,201,0.0,201.0
970,6,70,201,0.0,201.0
971,6,71,201,0.0,201.0
972,6,72,201,0.0,201.0
973,6,73,201,0.0,201.0
974,6,74,201,0.0,201.0
975,6,75,201,0.0,201.0
976,6,76,201,0.0,201.0
977,6,77,201,0.0,201.0
978,6,78,201,0.0,201.0
979,6,79,201,0.0,201.0
980,6,80,201,0.0,201.0
981,6,81,201,0.0,201.0
982,6,82,201,0.0,201.0
983,6,83,201,0.0,201.0
984,6,84,201,0.0,201.0
985,6,85,201,0.0,201.0
986,6,86,201,0.0,201.0
987,6,87,201,0.0,201.0
988,6,88,201,0.0,201.0
989,6,89,201,0.0,201.0
990,6,90,201,0.0,201.0
991,6,91,201,0.0,201.0
992,6,92,201,0.0,201.0
993,6,93,201,0.0,201.0
994,6,94,201,0.0,201.0
995,6,95,201,0.0,201.0
996,6,96,201,0.0,201.0
997,6,97,201,0.0,201.0
998,6,98,201,0.0,201.0
999,6,99,201,0.0,201.0
