,Rank,Episode,ep_len,Alpha,rolling mean
132,9,32,52,0.05,50.13333333333333
133,9,33,46,0.05,49.06666666666667
134,9,34,54,0.05,49.266666666666666
135,9,35,61,0.05,49.93333333333333
136,9,36,41,0.05,49.53333333333333
137,9,37,51,0.05,49.6
138,9,38,45,0.05,48.666666666666664
139,9,39,51,0.05,47.93333333333333
140,9,40,51,0.05,48.733333333333334
141,9,41,38,0.05,47.8
142,9,42,37,0.05,47.46666666666667
143,9,43,43,0.05,46.93333333333333
144,9,44,53,0.05,47.06666666666667
145,9,45,37,0.05,46.93333333333333
146,9,46,37,0.05,46.46666666666667
147,9,47,44,0.05,45.93333333333333
148,9,48,36,0.05,45.266666666666666
149,9,49,45,0.05,44.666666666666664
150,9,50,41,0.05,43.333333333333336
151,9,51,40,0.05,43.266666666666666
152,9,52,37,0.05,42.333333333333336
153,9,53,44,0.05,42.266666666666666
154,9,54,29,0.05,40.8
155,9,55,40,0.05,40.06666666666667
156,9,56,38,0.05,40.06666666666667
157,9,57,39,0.05,40.2
158,9,58,28,0.05,39.2
159,9,59,32,0.05,37.8
160,9,60,34,0.05,37.6
161,9,61,29,0.05,37.06666666666667
162,9,62,32,0.05,36.266666666666666
163,9,63,31,0.05,35.93333333333333
164,9,64,31,0.05,35.0
165,9,65,33,0.05,34.46666666666667
166,9,66,34,0.05,34.06666666666667
167,9,67,35,0.05,33.93333333333333
168,9,68,34,0.05,33.266666666666666
169,9,69,33,0.05,33.53333333333333
170,9,70,34,0.05,33.13333333333333
171,9,71,32,0.05,32.733333333333334
172,9,72,34,0.05,32.4
173,9,73,33,0.05,32.733333333333334
174,9,74,40,0.05,33.266666666666666
175,9,75,30,0.05,33.0
176,9,76,32,0.05,33.2
177,9,77,29,0.05,33.0
178,9,78,32,0.05,33.06666666666667
179,9,79,35,0.05,33.333333333333336
180,9,80,29,0.05,33.06666666666667
181,9,81,26,0.05,32.53333333333333
182,9,82,31,0.05,32.266666666666666
183,9,83,29,0.05,31.933333333333334
184,9,84,31,0.05,31.8
185,9,85,28,0.05,31.4
186,9,86,26,0.05,31.0
187,9,87,28,0.05,30.6
188,9,88,28,0.05,30.266666666666666
189,9,89,25,0.05,29.266666666666666
190,9,90,27,0.05,29.066666666666666
191,9,91,23,0.05,28.466666666666665
192,9,92,28,0.05,28.4
193,9,93,27,0.05,28.066666666666666
194,9,94,29,0.05,27.666666666666668
195,9,95,26,0.05,27.466666666666665
196,9,96,29,0.05,27.666666666666668
197,9,97,201,0.05,39.0
198,9,98,29,0.05,39.0
199,9,99,31,0.05,39.0
200,5,0,116,0.05,116.0
201,5,1,120,0.05,118.0
202,5,2,89,0.05,108.33333333333333
203,5,3,136,0.05,115.25
204,5,4,70,0.05,106.2
205,5,5,76,0.05,101.16666666666667
206,5,6,69,0.05,96.57142857142857
207,5,7,103,0.05,97.375
208,5,8,62,0.05,93.44444444444444
209,5,9,83,0.05,92.4
210,5,10,84,0.05,91.63636363636364
211,5,11,61,0.05,89.08333333333333
212,5,12,71,0.05,87.6923076923077
213,5,13,65,0.05,86.07142857142857
214,5,14,79,0.05,85.6
215,5,15,71,0.05,82.6
216,5,16,87,0.05,80.4
217,5,17,63,0.05,78.66666666666667
218,5,18,90,0.05,75.6
219,5,19,58,0.05,74.8
220,5,20,91,0.05,75.8
221,5,21,66,0.05,75.6
222,5,22,75,0.05,73.73333333333333
223,5,23,53,0.05,73.13333333333334
224,5,24,75,0.05,72.6
225,5,25,63,0.05,71.2
226,5,26,60,0.05,71.13333333333334
227,5,27,68,0.05,70.93333333333334
228,5,28,73,0.05,71.46666666666667
229,5,29,75,0.05,71.2
230,5,30,51,0.05,69.86666666666666
231,5,31,71,0.05,68.8
232,5,32,48,0.05,67.8
233,5,33,61,0.05,65.86666666666666
234,5,34,43,0.05,64.86666666666666
235,5,35,56,0.05,62.53333333333333
236,5,36,60,0.05,62.13333333333333
237,5,37,46,0.05,60.2
238,5,38,50,0.05,60.0
239,5,39,41,0.05,57.733333333333334
240,5,40,54,0.05,57.13333333333333
241,5,41,57,0.05,56.93333333333333
242,5,42,39,0.05,55.0
243,5,43,52,0.05,53.6
244,5,44,45,0.05,51.6
245,5,45,55,0.05,51.86666666666667
246,5,46,48,0.05,50.333333333333336
247,5,47,44,0.05,50.06666666666667
248,5,48,33,0.05,48.2
249,5,49,42,0.05,48.13333333333333
250,5,50,47,0.05,47.53333333333333
251,5,51,40,0.05,46.2
252,5,52,33,0.05,45.333333333333336
253,5,53,35,0.05,44.333333333333336
254,5,54,32,0.05,43.733333333333334
255,5,55,45,0.05,43.13333333333333
256,5,56,42,0.05,42.13333333333333
257,5,57,39,0.05,42.13333333333333
258,5,58,37,0.05,41.13333333333333
259,5,59,31,0.05,40.2
260,5,60,44,0.05,39.46666666666667
261,5,61,32,0.05,38.4
262,5,62,51,0.05,38.86666666666667
263,5,63,36,0.05,39.06666666666667
264,5,64,29,0.05,38.2
265,5,65,39,0.05,37.666666666666664
266,5,66,29,0.05,36.93333333333333
267,5,67,31,0.05,36.8
268,5,68,42,0.05,37.266666666666666
269,5,69,32,0.05,37.266666666666666
270,5,70,35,0.05,36.6
271,5,71,34,0.05,36.06666666666667
272,5,72,34,0.05,35.733333333333334
273,5,73,35,0.05,35.6
274,5,74,31,0.05,35.6
275,5,75,36,0.05,35.06666666666667
276,5,76,35,0.05,35.266666666666666
277,5,77,29,0.05,33.8
278,5,78,34,0.05,33.666666666666664
279,5,79,35,0.05,34.06666666666667
280,5,80,30,0.05,33.46666666666667
281,5,81,32,0.05,33.666666666666664
282,5,82,31,0.05,33.666666666666664
283,5,83,39,0.05,33.46666666666667
284,5,84,36,0.05,33.733333333333334
285,5,85,30,0.05,33.4
286,5,86,33,0.05,33.333333333333336
287,5,87,30,0.05,33.06666666666667
288,5,88,32,0.05,32.86666666666667
289,5,89,30,0.05,32.8
290,5,90,29,0.05,32.333333333333336
291,5,91,24,0.05,31.6
292,5,92,26,0.05,31.4
293,5,93,30,0.05,31.133333333333333
294,5,94,31,0.05,30.866666666666667
295,5,95,30,0.05,30.866666666666667
296,5,96,33,0.05,30.933333333333334
297,5,97,25,0.05,30.533333333333335
298,5,98,25,0.05,29.6
299,5,99,27,0.05,29.0
300,1,0,201,0.05,201.0
301,1,1,138,0.05,169.5
302,1,2,201,0.05,180.0
303,1,3,126,0.05,166.5
304,1,4,201,0.05,173.4
305,1,5,201,0.05,178.0
306,1,6,201,0.05,181.28571428571428
307,1,7,201,0.05,183.75
308,1,8,100,0.05,174.44444444444446
309,1,9,190,0.05,176.0
310,1,10,127,0.05,171.54545454545453
311,1,11,201,0.05,174.0
312,1,12,79,0.05,166.69230769230768
313,1,13,111,0.05,162.71428571428572
314,1,14,201,0.05,165.26666666666668
315,1,15,161,0.05,162.6
316,1,16,186,0.05,165.8
317,1,17,39,0.05,155.0
318,1,18,128,0.05,155.13333333333333
319,1,19,147,0.05,151.53333333333333
320,1,20,117,0.05,145.93333333333334
321,1,21,59,0.05,136.46666666666667
322,1,22,131,0.05,131.8
323,1,23,117,0.05,132.93333333333334
324,1,24,44,0.05,123.2
325,1,25,85,0.05,120.4
326,1,26,40,0.05,109.66666666666667
327,1,27,48,0.05,107.6
328,1,28,55,0.05,103.86666666666666
329,1,29,49,0.05,93.73333333333333
330,1,30,64,0.05,87.26666666666667
331,1,31,30,0.05,76.86666666666666
332,1,32,33,0.05,76.46666666666667
333,1,33,30,0.05,69.93333333333334
334,1,34,31,0.05,62.2
335,1,35,50,0.05,57.733333333333334
336,1,36,57,0.05,57.6
337,1,37,31,0.05,50.93333333333333
338,1,38,53,0.05,46.666666666666664
339,1,39,29,0.05,45.666666666666664
340,1,40,31,0.05,42.06666666666667
341,1,41,62,0.05,43.53333333333333
342,1,42,43,0.05,43.2
343,1,43,25,0.05,41.2
344,1,44,34,0.05,40.2
345,1,45,34,0.05,38.2
346,1,46,107,0.05,43.333333333333336
347,1,47,28,0.05,43.0
348,1,48,50,0.05,44.333333333333336
349,1,49,30,0.05,44.266666666666666
350,1,50,27,0.05,42.733333333333334
351,1,51,29,0.05,40.86666666666667
352,1,52,31,0.05,40.86666666666667
353,1,53,92,0.05,43.46666666666667
354,1,54,27,0.05,43.333333333333336
355,1,55,24,0.05,42.86666666666667
356,1,56,24,0.05,40.333333333333336
357,1,57,27,0.05,39.266666666666666
358,1,58,28,0.05,39.46666666666667
359,1,59,28,0.05,39.06666666666667
360,1,60,25,0.05,38.46666666666667
361,1,61,56,0.05,35.06666666666667
362,1,62,26,0.05,34.93333333333333
363,1,63,30,0.05,33.6
364,1,64,28,0.05,33.46666666666667
365,1,65,24,0.05,33.266666666666666
366,1,66,23,0.05,32.86666666666667
367,1,67,22,0.05,32.266666666666666
368,1,68,25,0.05,27.8
369,1,69,25,0.05,27.666666666666668
370,1,70,24,0.05,27.666666666666668
371,1,71,23,0.05,27.6
372,1,72,27,0.05,27.6
373,1,73,23,0.05,27.266666666666666
374,1,74,23,0.05,26.933333333333334
375,1,75,23,0.05,26.8
376,1,76,23,0.05,24.6
377,1,77,20,0.05,24.2
378,1,78,22,0.05,23.666666666666668
379,1,79,18,0.05,23.0
380,1,80,23,0.05,22.933333333333334
381,1,81,19,0.05,22.666666666666668
382,1,82,23,0.05,22.733333333333334
383,1,83,21,0.05,22.466666666666665
384,1,84,22,0.05,22.266666666666666
385,1,85,20,0.05,22.0
386,1,86,20,0.05,21.8
387,1,87,21,0.05,21.4
388,1,88,25,0.05,21.533333333333335
389,1,89,21,0.05,21.4
390,1,90,23,0.05,21.4
391,1,91,21,0.05,21.266666666666666
392,1,92,25,0.05,21.6
393,1,93,23,0.05,21.666666666666668
394,1,94,19,0.05,21.733333333333334
395,1,95,21,0.05,21.6
396,1,96,22,0.05,21.8
397,1,97,22,0.05,21.733333333333334
398,1,98,20,0.05,21.666666666666668
399,1,99,17,0.05,21.333333333333332
400,7,0,110,0.05,110.0
401,7,1,136,0.05,123.0
402,7,2,133,0.05,126.33333333333333
403,7,3,185,0.05,141.0
404,7,4,134,0.05,139.6
405,7,5,97,0.05,132.5
406,7,6,94,0.05,127.0
407,7,7,138,0.05,128.375
408,7,8,131,0.05,128.66666666666666
409,7,9,84,0.05,124.2
410,7,10,101,0.05,122.0909090909091
411,7,11,130,0.05,122.75
412,7,12,73,0.05,118.92307692307692
413,7,13,78,0.05,116.0
414,7,14,76,0.05,113.33333333333333
415,7,15,73,0.05,110.86666666666666
416,7,16,114,0.05,109.4
417,7,17,91,0.05,106.6
418,7,18,69,0.05,98.86666666666666
419,7,19,66,0.05,94.33333333333333
420,7,20,81,0.05,93.26666666666667
421,7,21,54,0.05,90.6
422,7,22,65,0.05,85.73333333333333
423,7,23,72,0.05,81.8
424,7,24,57,0.05,80.0
425,7,25,52,0.05,76.73333333333333
426,7,26,55,0.05,71.73333333333333
427,7,27,51,0.05,70.26666666666667
428,7,28,57,0.05,68.86666666666666
429,7,29,63,0.05,68.0
430,7,30,201,0.05,76.53333333333333
431,7,31,59,0.05,72.86666666666666
432,7,32,43,0.05,69.66666666666667
433,7,33,201,0.05,78.46666666666667
434,7,34,47,0.05,77.2
435,7,35,54,0.05,75.4
436,7,36,56,0.05,75.53333333333333
437,7,37,58,0.05,75.06666666666666
438,7,38,182,0.05,82.4
439,7,39,41,0.05,81.33333333333333
440,7,40,201,0.05,91.26666666666667
441,7,41,56,0.05,91.33333333333333
442,7,42,44,0.05,90.86666666666666
443,7,43,133,0.05,95.93333333333334
444,7,44,35,0.05,94.06666666666666
445,7,45,40,0.05,83.33333333333333
446,7,46,43,0.05,82.26666666666667
447,7,47,37,0.05,81.86666666666666
448,7,48,201,0.05,81.86666666666666
449,7,49,40,0.05,81.4
450,7,50,44,0.05,80.73333333333333
451,7,51,56,0.05,80.73333333333333
452,7,52,201,0.05,90.26666666666667
453,7,53,48,0.05,81.33333333333333
454,7,54,50,0.05,81.93333333333334
455,7,55,201,0.05,81.93333333333334
456,7,56,37,0.05,80.66666666666667
457,7,57,36,0.05,80.13333333333334
458,7,58,37,0.05,73.73333333333333
459,7,59,41,0.05,74.13333333333334
460,7,60,41,0.05,74.2
461,7,61,201,0.05,84.73333333333333
462,7,62,34,0.05,84.53333333333333
463,7,63,85,0.05,76.8
464,7,64,33,0.05,76.33333333333333
465,7,65,26,0.05,75.13333333333334
466,7,66,46,0.05,74.46666666666667
467,7,67,38,0.05,63.6
468,7,68,35,0.05,62.733333333333334
469,7,69,38,0.05,61.93333333333333
470,7,70,35,0.05,50.86666666666667
471,7,71,46,0.05,51.46666666666667
472,7,72,44,0.05,52.0
473,7,73,30,0.05,51.53333333333333
474,7,74,30,0.05,50.8
475,7,75,33,0.05,50.266666666666666
476,7,76,31,0.05,38.93333333333333
477,7,77,35,0.05,39.0
478,7,78,27,0.05,35.13333333333333
479,7,79,26,0.05,34.666666666666664
480,7,80,35,0.05,35.266666666666666
481,7,81,33,0.05,34.4
482,7,82,29,0.05,33.8
483,7,83,32,0.05,33.6
484,7,84,201,0.05,44.46666666666667
485,7,85,29,0.05,44.06666666666667
486,7,86,201,0.05,54.4
487,7,87,201,0.05,64.86666666666666
488,7,88,201,0.05,76.26666666666667
489,7,89,38,0.05,76.8
490,7,90,28,0.05,76.46666666666667
491,7,91,27,0.05,76.2
492,7,92,29,0.05,75.8
493,7,93,34,0.05,76.26666666666667
494,7,94,28,0.05,76.4
495,7,95,25,0.05,75.73333333333333
496,7,96,27,0.05,75.33333333333333
497,7,97,23,0.05,74.93333333333334
498,7,98,33,0.05,75.0
499,7,99,201,0.05,75.0
500,8,0,201,0.0,201.0
501,8,1,201,0.0,201.0
502,8,2,201,0.0,201.0
503,8,3,201,0.0,201.0
504,8,4,201,0.0,201.0
505,8,5,201,0.0,201.0
506,8,6,201,0.0,201.0
507,8,7,201,0.0,201.0
508,8,8,201,0.0,201.0
509,8,9,201,0.0,201.0
510,8,10,201,0.0,201.0
511,8,11,201,0.0,201.0
512,8,12,201,0.0,201.0
513,8,13,201,0.0,201.0
514,8,14,201,0.0,201.0
515,8,15,201,0.0,201.0
516,8,16,201,0.0,201.0
517,8,17,201,0.0,201.0
518,8,18,201,0.0,201.0
519,8,19,201,0.0,201.0
520,8,20,201,0.0,201.0
521,8,21,201,0.0,201.0
522,8,22,201,0.0,201.0
523,8,23,201,0.0,201.0
524,8,24,201,0.0,201.0
525,8,25,201,0.0,201.0
526,8,26,201,0.0,201.0
527,8,27,181,0.0,199.66666666666666
528,8,28,201,0.0,199.66666666666666
529,8,29,201,0.0,199.66666666666666
530,8,30,201,0.0,199.66666666666666
531,8,31,201,0.0,199.66666666666666
532,8,32,168,0.0,197.46666666666667
533,8,33,201,0.0,197.46666666666667
534,8,34,201,0.0,197.46666666666667
535,8,35,201,0.0,197.46666666666667
536,8,36,201,0.0,197.46666666666667
537,8,37,201,0.0,197.46666666666667
538,8,38,201,0.0,197.46666666666667
539,8,39,201,0.0,197.46666666666667
540,8,40,201,0.0,197.46666666666667
541,8,41,201,0.0,197.46666666666667
542,8,42,201,0.0,198.8
543,8,43,201,0.0,198.8
544,8,44,187,0.0,197.86666666666667
545,8,45,129,0.0,193.06666666666666
546,8,46,201,0.0,193.06666666666666
547,8,47,172,0.0,193.33333333333334
548,8,48,201,0.0,193.33333333333334
549,8,49,201,0.0,193.33333333333334
550,8,50,201,0.0,193.33333333333334
551,8,51,201,0.0,193.33333333333334
552,8,52,167,0.0,191.06666666666666
553,8,53,174,0.0,189.26666666666668
554,8,54,132,0.0,184.66666666666666
555,8,55,201,0.0,184.66666666666666
556,8,56,125,0.0,179.6
557,8,57,201,0.0,179.6
558,8,58,177,0.0,178.0
559,8,59,166,0.0,176.6
560,8,60,130,0.0,176.66666666666666
561,8,61,92,0.0,169.4
562,8,62,151,0.0,168.0
563,8,63,127,0.0,163.06666666666666
564,8,64,102,0.0,156.46666666666667
565,8,65,135,0.0,152.06666666666666
566,8,66,95,0.0,145.0
567,8,67,90,0.0,139.86666666666667
568,8,68,143,0.0,137.8
569,8,69,89,0.0,134.93333333333334
570,8,70,105,0.0,128.53333333333333
571,8,71,104,0.0,127.13333333333334
572,8,72,85,0.0,119.4
573,8,73,98,0.0,114.13333333333334
574,8,74,130,0.0,111.73333333333333
575,8,75,100,0.0,109.73333333333333
576,8,76,75,0.0,108.6
577,8,77,91,0.0,104.6
578,8,78,96,0.0,102.53333333333333
579,8,79,104,0.0,102.66666666666667
580,8,80,92,0.0,99.8
581,8,81,155,0.0,103.8
582,8,82,100,0.0,104.46666666666667
583,8,83,201,0.0,108.33333333333333
584,8,84,82,0.0,107.86666666666666
585,8,85,95,0.0,107.2
586,8,86,73,0.0,105.13333333333334
587,8,87,89,0.0,105.4
588,8,88,121,0.0,106.93333333333334
589,8,89,67,0.0,102.73333333333333
590,8,90,112,0.0,103.53333333333333
591,8,91,68,0.0,103.06666666666666
592,8,92,201,0.0,110.4
593,8,93,68,0.0,108.53333333333333
594,8,94,66,0.0,106.0
595,8,95,104,0.0,106.8
596,8,96,76,0.0,101.53333333333333
597,8,97,55,0.0,98.53333333333333
598,8,98,99,0.0,91.73333333333333
599,8,99,55,0.0,89.93333333333334
600,4,0,201,0.0,201.0
601,4,1,201,0.0,201.0
602,4,2,201,0.0,201.0
603,4,3,201,0.0,201.0
604,4,4,201,0.0,201.0
605,4,5,201,0.0,201.0
606,4,6,201,0.0,201.0
607,4,7,201,0.0,201.0
608,4,8,201,0.0,201.0
609,4,9,201,0.0,201.0
610,4,10,201,0.0,201.0
611,4,11,201,0.0,201.0
612,4,12,201,0.0,201.0
613,4,13,201,0.0,201.0
614,4,14,201,0.0,201.0
615,4,15,201,0.0,201.0
616,4,16,201,0.0,201.0
617,4,17,201,0.0,201.0
618,4,18,201,0.0,201.0
619,4,19,201,0.0,201.0
620,4,20,201,0.0,201.0
621,4,21,201,0.0,201.0
622,4,22,201,0.0,201.0
623,4,23,201,0.0,201.0
624,4,24,201,0.0,201.0
625,4,25,201,0.0,201.0
626,4,26,201,0.0,201.0
627,4,27,201,0.0,201.0
628,4,28,201,0.0,201.0
629,4,29,201,0.0,201.0
630,4,30,201,0.0,201.0
631,4,31,201,0.0,201.0
632,4,32,201,0.0,201.0
633,4,33,201,0.0,201.0
634,4,34,201,0.0,201.0
635,4,35,201,0.0,201.0
636,4,36,201,0.0,201.0
637,4,37,201,0.0,201.0
638,4,38,201,0.0,201.0
639,4,39,201,0.0,201.0
640,4,40,201,0.0,201.0
641,4,41,201,0.0,201.0
642,4,42,201,0.0,201.0
643,4,43,201,0.0,201.0
644,4,44,201,0.0,201.0
645,4,45,201,0.0,201.0
646,4,46,201,0.0,201.0
647,4,47,201,0.0,201.0
648,4,48,201,0.0,201.0
649,4,49,201,0.0,201.0
650,4,50,201,0.0,201.0
651,4,51,201,0.0,201.0
652,4,52,201,0.0,201.0
653,4,53,201,0.0,201.0
654,4,54,201,0.0,201.0
655,4,55,201,0.0,201.0
656,4,56,201,0.0,201.0
657,4,57,201,0.0,201.0
658,4,58,201,0.0,201.0
659,4,59,201,0.0,201.0
660,4,60,201,0.0,201.0
661,4,61,201,0.0,201.0
662,4,62,201,0.0,201.0
663,4,63,201,0.0,201.0
664,4,64,201,0.0,201.0
665,4,65,201,0.0,201.0
666,4,66,201,0.0,201.0
667,4,67,201,0.0,201.0
668,4,68,201,0.0,201.0
669,4,69,201,0.0,201.0
670,4,70,201,0.0,201.0
671,4,71,201,0.0,201.0
672,4,72,201,0.0,201.0
673,4,73,201,0.0,201.0
674,4,74,201,0.0,201.0
675,4,75,201,0.0,201.0
676,4,76,201,0.0,201.0
677,4,77,201,0.0,201.0
678,4,78,201,0.0,201.0
679,4,79,201,0.0,201.0
680,4,80,201,0.0,201.0
681,4,81,201,0.0,201.0
682,4,82,201,0.0,201.0
683,4,83,201,0.0,201.0
684,4,84,201,0.0,201.0
685,4,85,201,0.0,201.0
686,4,86,201,0.0,201.0
687,4,87,201,0.0,201.0
688,4,88,201,0.0,201.0
689,4,89,201,0.0,201.0
690,4,90,201,0.0,201.0
691,4,91,201,0.0,201.0
692,4,92,201,0.0,201.0
693,4,93,201,0.0,201.0
694,4,94,201,0.0,201.0
695,4,95,201,0.0,201.0
696,4,96,201,0.0,201.0
697,4,97,201,0.0,201.0
698,4,98,201,0.0,201.0
699,4,99,201,0.0,201.0
700,2,0,201,0.0,201.0
701,2,1,201,0.0,201.0
702,2,2,201,0.0,201.0
703,2,3,201,0.0,201.0
704,2,4,201,0.0,201.0
705,2,5,201,0.0,201.0
706,2,6,201,0.0,201.0
707,2,7,201,0.0,201.0
708,2,8,201,0.0,201.0
709,2,9,201,0.0,201.0
710,2,10,201,0.0,201.0
711,2,11,201,0.0,201.0
712,2,12,201,0.0,201.0
713,2,13,201,0.0,201.0
714,2,14,201,0.0,201.0
715,2,15,201,0.0,201.0
716,2,16,201,0.0,201.0
717,2,17,201,0.0,201.0
718,2,18,201,0.0,201.0
719,2,19,201,0.0,201.0
720,2,20,201,0.0,201.0
721,2,21,201,0.0,201.0
722,2,22,201,0.0,201.0
723,2,23,201,0.0,201.0
724,2,24,201,0.0,201.0
725,2,25,201,0.0,201.0
726,2,26,201,0.0,201.0
727,2,27,201,0.0,201.0
728,2,28,201,0.0,201.0
729,2,29,201,0.0,201.0
730,2,30,201,0.0,201.0
731,2,31,201,0.0,201.0
732,2,32,201,0.0,201.0
733,2,33,201,0.0,201.0
734,2,34,201,0.0,201.0
735,2,35,201,0.0,201.0
736,2,36,201,0.0,201.0
737,2,37,201,0.0,201.0
738,2,38,201,0.0,201.0
739,2,39,201,0.0,201.0
740,2,40,201,0.0,201.0
741,2,41,201,0.0,201.0
742,2,42,201,0.0,201.0
743,2,43,201,0.0,201.0
744,2,44,201,0.0,201.0
745,2,45,201,0.0,201.0
746,2,46,201,0.0,201.0
747,2,47,201,0.0,201.0
748,2,48,201,0.0,201.0
749,2,49,201,0.0,201.0
750,2,50,201,0.0,201.0
751,2,51,201,0.0,201.0
752,2,52,201,0.0,201.0
753,2,53,201,0.0,201.0
754,2,54,201,0.0,201.0
755,2,55,201,0.0,201.0
756,2,56,201,0.0,201.0
757,2,57,201,0.0,201.0
758,2,58,201,0.0,201.0
759,2,59,201,0.0,201.0
760,2,60,201,0.0,201.0
761,2,61,201,0.0,201.0
762,2,62,201,0.0,201.0
763,2,63,201,0.0,201.0
764,2,64,201,0.0,201.0
765,2,65,201,0.0,201.0
766,2,66,201,0.0,201.0
767,2,67,201,0.0,201.0
768,2,68,201,0.0,201.0
769,2,69,201,0.0,201.0
770,2,70,201,0.0,201.0
771,2,71,201,0.0,201.0
772,2,72,201,0.0,201.0
773,2,73,201,0.0,201.0
774,2,74,201,0.0,201.0
775,2,75,201,0.0,201.0
776,2,76,201,0.0,201.0
777,2,77,201,0.0,201.0
778,2,78,201,0.0,201.0
