,Rank,Episode,ep_len,Alpha,rolling mean
0,3,0,38,0.05,38.0
1,3,1,55,0.05,46.5
2,3,2,45,0.05,46.0
3,3,3,54,0.05,48.0
4,3,4,39,0.05,46.2
5,1,0,201,0.05,201.0
6,1,1,138,0.05,169.5
7,1,2,201,0.05,180.0
8,1,3,126,0.05,166.5
9,1,4,201,0.05,173.4
10,2,0,201,0.0,201.0
11,2,1,201,0.0,201.0
12,2,2,201,0.0,201.0
13,2,3,201,0.0,201.0
14,2,4,201,0.0,201.0
15,0,0,201,0.0,201.0
16,0,1,201,0.0,201.0
17,0,2,201,0.0,201.0
18,0,3,201,0.0,201.0
19,0,4,201,0.0,201.0
