,Step,rank0,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank6,rank9
1296,1296,201,18,201,18,201,19,201,20,201,201
1297,1297,201,17,201,201,201,17,201,18,201,39
1298,1298,201,17,201,20,201,21,201,26,201,18
1299,1299,201,16,201,16,201,26,201,18,201,19
1300,1300,201,17,201,19,201,21,201,201,201,21
1301,1301,201,17,201,18,201,21,201,201,201,20
1302,1302,201,16,201,201,201,201,201,19,201,17
1303,1303,201,17,201,201,201,19,201,21,201,33
1304,1304,201,18,201,201,201,18,201,21,201,25
1305,1305,201,18,201,18,201,20,201,201,201,17
1306,1306,201,16,201,20,201,17,201,23,201,22
1307,1307,201,17,201,18,201,22,201,22,201,21
1308,1308,201,201,201,16,201,19,201,18,201,22
1309,1309,201,18,201,17,201,18,201,19,201,21
1310,1310,201,18,201,20,201,19,201,20,201,20
1311,1311,201,17,201,17,201,20,201,23,201,20
1312,1312,201,15,201,17,201,20,201,23,201,20
1313,1313,201,15,201,21,201,18,201,19,201,19
1314,1314,201,20,201,20,201,19,201,23,201,19
1315,1315,201,16,201,22,201,19,201,20,201,18
1316,1316,201,17,201,24,201,18,201,18,201,17
1317,1317,201,17,201,18,201,22,201,20,201,21
1318,1318,201,16,201,20,201,21,201,20,201,22
1319,1319,201,16,201,19,201,22,201,23,201,20
1320,1320,201,18,201,18,201,19,201,17,201,17
1321,1321,201,201,201,22,201,201,201,201,201,21
1322,1322,201,17,201,19,201,201,201,19,201,21
1323,1323,201,22,201,18,201,19,201,21,201,20
1324,1324,201,17,201,20,201,19,201,22,201,23
1325,1325,201,18,201,20,201,19,201,23,201,20
1326,1326,201,22,201,26,201,23,201,201,201,18
1327,1327,201,19,201,21,201,21,201,20,201,19
1328,1328,201,20,201,19,201,201,201,20,201,19
1329,1329,201,17,201,18,201,20,201,19,201,19
1330,1330,201,19,201,21,201,201,201,201,201,20
1331,1331,201,18,201,18,201,201,201,20,201,18
1332,1332,201,19,201,17,201,22,201,18,201,21
1333,1333,201,18,201,17,201,25,201,21,201,21
1334,1334,201,19,201,20,201,21,201,18,201,24
1335,1335,201,18,201,19,201,19,201,18,201,22
1336,1336,201,35,201,20,201,20,201,20,201,16
1337,1337,201,19,201,19,201,19,201,19,201,16
1338,1338,201,20,201,19,201,21,201,25,201,19
1339,1339,201,17,201,22,201,21,201,201,201,20
1340,1340,201,17,201,19,201,20,201,19,201,22
1341,1341,201,16,201,18,201,21,201,201,201,19
1342,1342,201,19,201,19,201,20,201,17,201,19
1343,1343,201,20,201,17,201,20,201,20,201,19
1344,1344,201,18,201,20,201,17,201,201,201,21
1345,1345,201,20,201,24,201,18,201,19,201,21
1346,1346,201,19,201,17,201,21,201,21,201,19
1347,1347,201,18,201,18,201,25,201,201,201,20
1348,1348,201,19,201,17,201,21,201,18,201,19
1349,1349,201,19,201,24,201,19,201,201,201,19
1350,1350,201,17,201,16,201,21,201,19,201,22
1351,1351,201,20,201,18,201,17,201,20,201,24
1352,1352,201,17,201,18,201,21,201,21,201,19
1353,1353,201,20,201,21,201,20,201,20,201,17
1354,1354,201,19,201,17,201,21,201,19,201,19
1355,1355,201,16,201,18,201,201,201,19,201,19
1356,1356,201,44,201,19,201,21,201,20,201,20
1357,1357,201,20,201,22,201,23,201,19,201,19
1358,1358,201,24,201,16,201,20,201,20,201,20
1359,1359,201,20,201,16,201,19,201,19,201,19
1360,1360,201,18,201,17,201,201,201,23,201,21
1361,1361,201,19,201,17,201,20,201,19,201,17
1362,1362,201,17,201,18,201,20,201,26,201,17
1363,1363,201,19,201,19,201,18,201,20,201,20
1364,1364,201,19,201,18,201,23,201,20,201,18
1365,1365,201,21,201,18,201,19,201,20,201,19
1366,1366,201,17,201,23,201,19,201,23,201,21
1367,1367,201,18,201,16,201,19,201,17,201,23
1368,1368,201,32,201,17,201,19,201,22,201,17
1369,1369,201,18,201,201,201,20,201,201,201,17
1370,1370,201,19,201,18,201,201,201,201,201,19
1371,1371,201,17,201,19,201,19,201,18,201,21
1372,1372,201,17,201,21,201,18,201,22,201,19
1373,1373,201,18,201,20,201,22,201,23,201,22
1374,1374,201,16,201,16,201,19,201,18,201,24
1375,1375,201,19,201,19,201,18,201,18,201,21
1376,1376,201,20,201,18,201,21,201,19,201,20
1377,1377,201,17,201,20,201,201,201,19,201,19
1378,1378,201,19,201,201,201,17,201,19,201,22
1379,1379,201,18,201,17,201,21,201,22,201,18
1380,1380,201,16,201,20,201,20,201,20,201,20
1381,1381,201,18,201,201,201,21,201,20,201,17
1382,1382,201,17,201,17,201,20,201,17,201,20
1383,1383,201,20,201,17,201,24,201,19,201,20
1384,1384,201,17,201,18,201,201,201,201,201,19
1385,1385,201,17,201,201,201,22,201,20,201,20
1386,1386,201,17,201,18,201,17,201,20,201,20
1387,1387,201,201,201,17,201,20,201,20,201,21
1388,1388,201,17,201,17,201,20,201,19,201,21
1389,1389,201,16,201,20,201,20,201,201,201,23
1390,1390,201,201,201,21,201,20,201,21,201,25
1391,1391,201,17,201,18,201,20,201,201,201,20
1392,1392,201,17,201,19,201,21,201,21,201,19
1393,1393,201,16,201,17,201,21,201,19,201,20
1394,1394,201,18,201,18,201,201,201,201,201,29
1395,1395,201,18,201,24,201,17,201,20,201,21
1396,1396,201,19,201,18,201,18,201,20,201,22
1397,1397,201,16,201,19,201,22,201,19,201,20
1398,1398,201,16,201,22,201,19,201,201,201,22
1399,1399,201,17,201,19,201,20,201,201,201,19
1400,1400,201,18,201,18,201,22,201,18,201,22
1401,1401,201,17,201,17,201,20,201,19,201,20
1402,1402,201,19,201,19,201,19,201,18,201,21
1403,1403,201,17,201,15,201,22,201,20,201,21
1404,1404,201,16,201,21,201,19,201,18,201,16
1405,1405,201,18,201,16,201,19,201,201,201,20
1406,1406,201,19,201,19,201,19,201,18,201,18
1407,1407,201,18,201,19,201,21,201,201,201,19
1408,1408,201,16,201,18,201,22,201,21,201,37
1409,1409,201,18,201,22,201,20,201,18,201,21
1410,1410,201,15,201,17,201,18,201,20,201,19
1411,1411,201,19,201,201,201,18,201,19,201,18
1412,1412,201,18,201,20,201,19,201,20,201,19
1413,1413,201,16,201,15,201,18,201,21,201,28
1414,1414,201,18,201,19,201,18,201,19,201,18
1415,1415,201,20,201,17,201,20,201,20,201,20
1416,1416,201,16,201,20,201,19,201,19,201,23
1417,1417,201,16,201,16,201,23,201,18,201,22
1418,1418,201,17,201,201,201,18,201,19,201,22
1419,1419,201,17,201,18,201,24,201,17,201,18
1420,1420,201,20,201,16,201,17,201,19,201,20
1421,1421,201,17,201,19,201,22,201,201,201,17
1422,1422,201,16,201,18,201,23,201,18,201,20
1423,1423,201,19,201,17,201,19,201,22,201,25
1424,1424,201,18,201,18,201,17,201,23,201,19
1425,1425,201,18,201,201,201,20,201,19,201,19
1426,1426,201,14,201,15,201,17,201,19,201,20
1427,1427,201,16,201,17,201,19,201,17,201,20
1428,1428,201,201,201,21,201,17,201,18,201,20
1429,1429,201,20,201,201,201,21,201,17,201,19
1430,1430,201,19,201,19,201,20,201,18,201,18
1431,1431,201,16,201,20,201,18,201,21,201,22
1432,1432,201,20,201,17,201,19,201,201,201,20
1433,1433,201,19,201,20,201,22,201,20,201,18
1434,1434,201,16,201,18,201,19,201,201,201,18
1435,1435,201,15,201,21,201,18,201,201,201,22
1436,1436,201,19,201,201,201,17,201,201,201,20
1437,1437,201,16,201,19,201,20,201,20,201,20
1438,1438,201,17,201,17,201,21,201,23,201,16
1439,1439,201,16,201,19,201,20,201,21,201,18
1440,1440,201,21,201,19,201,19,201,21,201,21
1441,1441,201,16,201,17,201,19,201,16,201,20
1442,1442,201,19,201,19,201,19,201,20,201,20
1443,1443,201,201,201,18,201,20,201,19,201,23
1444,1444,201,16,201,18,201,20,201,201,201,19
1445,1445,201,18,201,18,201,19,201,19,201,20
1446,1446,201,14,201,20,201,22,201,19,201,19
1447,1447,201,18,201,17,201,18,201,201,201,18
1448,1448,201,15,201,19,201,20,201,18,201,16
1449,1449,201,17,201,18,201,21,201,18,201,21
1450,1450,201,18,201,16,201,21,201,22,201,18
1451,1451,201,19,201,16,201,20,201,16,201,20
1452,1452,201,201,201,16,201,19,201,18,201,19
1453,1453,201,19,201,201,201,25,201,19,201,25
1454,1454,201,18,201,16,201,19,201,16,201,21
1455,1455,201,16,201,19,201,201,201,16,201,22
1456,1456,201,16,201,18,201,21,201,21,201,24
1457,1457,201,18,201,17,201,201,201,20,201,23
1458,1458,201,17,201,201,201,18,201,22,201,18
1459,1459,201,15,201,18,201,19,201,20,201,20
1460,1460,201,18,201,17,201,19,201,19,201,18
1461,1461,201,17,201,18,201,18,201,18,201,19
1462,1462,201,44,201,18,201,19,201,23,201,21
1463,1463,201,17,201,17,201,201,201,24,201,23
1464,1464,201,17,201,18,201,19,201,201,201,17
1465,1465,201,17,201,201,201,19,201,18,201,27
1466,1466,201,17,201,16,201,20,201,18,201,19
1467,1467,201,16,201,17,201,20,201,20,201,20
1468,1468,201,17,201,18,201,22,201,201,201,19
1469,1469,201,18,201,16,201,22,201,19,201,20
1470,1470,201,17,201,16,201,19,201,20,201,18
1471,1471,201,18,201,18,201,19,201,17,201,21
1472,1472,201,20,201,19,201,201,201,19,201,20
1473,1473,201,15,201,16,201,18,201,201,201,19
1474,1474,201,31,201,20,201,23,201,19,201,19
1475,1475,201,13,201,19,201,26,201,21,201,18
1476,1476,201,17,201,19,201,21,201,22,201,19
1477,1477,201,17,201,17,201,22,201,20,201,20
1478,1478,201,18,201,21,201,21,201,20,201,22
1479,1479,201,18,201,17,201,19,201,16,201,20
1480,1480,201,18,201,20,201,19,201,22,201,20
1481,1481,201,15,201,17,201,18,201,19,201,20
1482,1482,201,16,201,17,201,22,201,23,201,20
1483,1483,201,15,201,17,201,21,201,22,201,18
1484,1484,201,17,201,201,201,24,201,21,201,18
1485,1485,201,19,201,201,201,20,201,20,201,19
1486,1486,201,17,201,23,201,22,201,18,201,18
1487,1487,201,18,201,19,201,23,201,17,201,20
1488,1488,201,18,201,20,201,20,201,21,201,18
1489,1489,201,19,201,18,201,21,201,20,201,22
1490,1490,201,201,201,201,201,19,201,16,201,20
1491,1491,201,18,201,18,201,19,201,19,201,19
1492,1492,201,18,201,19,201,17,201,20,201,20
1493,1493,201,94,201,18,201,22,201,20,201,20
1494,1494,201,20,201,18,201,20,201,18,201,21
1495,1495,201,17,201,19,201,16,201,20,201,19
1496,1496,201,16,201,17,201,22,201,19,201,23
1497,1497,201,17,201,20,201,19,201,17,201,20
1498,1498,201,18,201,19,201,19,201,21,201,19
1499,1499,201,19,201,18,201,23,201,20,201,20
1500,1500,201,19,201,15,201,18,201,201,201,16
1501,1501,201,18,201,17,201,19,201,18,201,25
1502,1502,201,18,201,17,201,18,201,17,201,19
1503,1503,201,17,201,16,201,22,201,201,201,23
1504,1504,201,201,201,16,201,17,201,18,201,21
1505,1505,201,18,201,19,201,20,201,22,201,17
1506,1506,201,18,201,20,201,18,201,20,201,26
1507,1507,201,19,201,20,201,18,201,20,201,17
1508,1508,201,17,201,201,201,23,201,19,201,20
1509,1509,201,18,201,201,201,19,201,22,201,19
1510,1510,201,17,201,18,201,21,201,19,201,20
1511,1511,201,17,201,18,201,19,201,17,201,18
1512,1512,201,16,201,16,201,19,201,19,201,19
1513,1513,201,15,201,17,201,20,201,20,201,21
1514,1514,201,18,201,16,201,19,201,201,201,18
1515,1515,201,20,201,18,201,21,201,201,201,18
1516,1516,201,18,201,18,201,201,201,19,201,21
1517,1517,201,16,201,18,201,20,201,20,201,17
1518,1518,201,18,201,21,201,25,201,19,201,19
1519,1519,201,17,201,20,201,20,201,20,201,19
1520,1520,201,60,201,17,201,18,201,201,201,21
1521,1521,201,17,201,19,201,24,201,20,201,21
1522,1522,201,17,201,20,201,21,201,16,201,17
1523,1523,201,16,201,16,201,20,201,20,201,18
1524,1524,201,17,201,16,201,18,201,21,201,20
1525,1525,201,16,201,19,201,19,201,201,201,19
1526,1526,201,17,201,19,201,19,201,23,201,19
1527,1527,201,14,201,19,201,20,201,21,201,21
1528,1528,201,17,201,19,201,22,201,16,201,20
1529,1529,201,22,201,19,201,22,201,201,201,21
1530,1530,201,16,201,21,201,21,201,19,201,19
1531,1531,201,17,201,18,201,17,201,21,201,20
1532,1532,201,18,201,17,201,23,201,18,201,19
1533,1533,201,17,201,20,201,201,201,19,201,21
1534,1534,201,19,201,20,201,18,201,16,201,23
1535,1535,201,19,201,18,201,18,201,201,201,23
1536,1536,201,22,201,17,201,18,201,17,201,19
1537,1537,201,16,201,19,201,18,201,20,201,19
1538,1538,201,15,201,16,201,19,201,22,201,19
1539,1539,201,17,201,18,201,17,201,20,201,17
1540,1540,201,20,201,201,201,20,201,21,201,19
1541,1541,201,17,201,16,201,22,201,20,201,21
1542,1542,201,20,201,16,201,22,201,20,201,16
1543,1543,201,17,201,19,201,20,201,17,201,19
1544,1544,201,19,201,16,201,21,201,18,201,18
1545,1545,201,19,201,17,201,19,201,19,201,19
1546,1546,201,17,201,18,201,19,201,19,201,16
1547,1547,201,18,201,15,201,20,201,201,201,19
1548,1548,201,18,201,20,201,18,201,19,201,18
1549,1549,201,18,201,16,201,201,201,18,201,18
1550,1550,201,16,201,17,201,19,201,17,201,20
1551,1551,201,18,201,17,201,201,201,201,201,19
1552,1552,201,18,201,201,201,20,201,17,201,21
1553,1553,201,20,201,18,201,20,201,19,201,23
1554,1554,201,17,201,18,201,19,201,21,201,201
1555,1555,201,18,201,17,201,18,201,22,201,21
1556,1556,201,17,201,17,201,201,201,22,201,17
1557,1557,201,16,201,17,201,20,201,18,201,19
1558,1558,201,19,201,16,201,19,201,201,201,20
1559,1559,201,18,201,20,201,19,201,18,201,18
1560,1560,201,16,201,22,201,20,201,201,201,20
1561,1561,201,18,201,18,201,18,201,23,201,20
1562,1562,201,19,201,17,201,20,201,20,201,16
1563,1563,201,16,201,18,201,17,201,21,201,21
1564,1564,201,34,201,18,201,20,201,18,201,18
1565,1565,201,17,201,17,201,22,201,20,201,19
1566,1566,201,201,201,19,201,18,201,19,201,21
1567,1567,201,16,201,21,201,20,201,21,201,16
1568,1568,201,19,201,19,201,17,201,201,201,16
1569,1569,201,16,201,18,201,201,201,19,201,19
1570,1570,201,17,201,17,201,18,201,201,201,18
1571,1571,201,20,201,19,201,19,201,23,201,21
1572,1572,201,201,201,18,201,20,201,201,201,20
1573,1573,201,21,201,22,201,18,201,201,201,17
1574,1574,201,15,201,19,201,18,201,19,201,16
1575,1575,201,23,201,201,201,19,201,20,201,18
1576,1576,201,16,201,18,201,21,201,17,201,19
1577,1577,201,17,201,17,201,19,201,201,201,201
1578,1578,201,17,201,19,201,21,201,201,201,19
1579,1579,201,14,201,20,201,22,201,19,201,17
1580,1580,201,15,201,16,201,19,201,18,201,19
1581,1581,201,17,201,201,201,18,201,20,201,20
1582,1582,201,18,201,18,201,201,201,201,201,19
1583,1583,201,18,201,17,201,20,201,21,201,43
1584,1584,201,16,201,17,201,20,201,19,201,18
1585,1585,201,16,201,17,201,22,201,19,201,21
1586,1586,201,17,201,17,201,23,201,201,201,23
1587,1587,201,16,201,19,201,18,201,20,201,23
1588,1588,201,18,201,19,201,24,201,20,201,17
1589,1589,201,17,201,18,201,19,201,22,201,18
1590,1590,201,19,201,18,201,20,201,19,201,44
1591,1591,201,19,201,18,201,18,201,201,201,20
1592,1592,201,18,201,18,201,18,201,23,201,20
1593,1593,201,20,201,16,201,16,201,19,201,19
1594,1594,201,19,201,18,201,18,201,22,201,19
1595,1595,201,16,201,17,201,201,201,201,201,20
1596,1596,201,19,201,18,201,21,201,201,201,20
1597,1597,201,21,201,20,201,24,201,16,201,19
1598,1598,201,18,201,201,201,20,201,19,201,19
1599,1599,201,18,201,17,201,18,201,17,201,17
1600,1600,201,18,201,17,201,19,201,21,201,17
1601,1601,201,18,201,201,201,19,201,18,201,22
1602,1602,201,19,201,20,201,17,201,19,201,20
1603,1603,201,18,201,23,201,201,201,19,201,17
1604,1604,201,17,201,18,201,201,201,19,201,19
1605,1605,201,15,201,15,201,19,201,20,201,20
1606,1606,201,20,201,19,201,21,201,19,201,20
1607,1607,201,16,201,201,201,16,201,20,201,18
1608,1608,201,18,201,16,201,22,201,18,201,201
1609,1609,201,17,201,18,201,20,201,19,201,22
1610,1610,201,18,201,16,201,22,201,18,201,22
1611,1611,201,16,201,201,201,21,201,35,201,17
1612,1612,201,17,201,18,201,18,201,201,201,18
1613,1613,201,15,201,15,201,20,201,19,201,17
1614,1614,201,18,201,21,201,18,201,21,201,21
1615,1615,201,19,201,201,201,20,201,20,201,20
1616,1616,201,17,201,16,201,18,201,18,201,19
1617,1617,201,16,201,18,201,18,201,19,201,19
1618,1618,201,16,201,18,201,19,201,21,201,19
1619,1619,201,17,201,18,201,20,201,17,201,19
1620,1620,201,18,201,18,201,18,201,19,201,17
1621,1621,201,19,201,17,201,20,201,20,201,20
1622,1622,201,17,201,19,201,201,201,21,201,21
1623,1623,201,201,201,17,201,19,201,201,201,16
1624,1624,201,16,201,18,201,19,201,20,201,19
1625,1625,201,19,201,201,201,19,201,18,201,201
1626,1626,201,14,201,18,201,22,201,201,201,19
1627,1627,201,19,201,17,201,16,201,18,201,20
1628,1628,201,17,201,20,201,18,201,18,201,19
1629,1629,201,17,201,16,201,18,201,19,201,18
1630,1630,201,22,201,18,201,17,201,19,201,21
1631,1631,201,17,201,16,201,18,201,21,201,17
1632,1632,201,16,201,19,201,20,201,17,201,22
1633,1633,201,16,201,18,201,18,201,29,201,19
1634,1634,201,15,201,21,201,19,201,20,201,20
1635,1635,201,16,201,17,201,201,201,22,201,19
1636,1636,201,18,201,16,201,20,201,20,201,17
1637,1637,201,20,201,20,201,20,201,20,201,22
1638,1638,201,17,201,201,201,19,201,19,201,201
1639,1639,201,17,201,16,201,20,201,18,201,24
1640,1640,201,17,201,201,201,18,201,21,201,18
1641,1641,201,17,201,20,201,17,201,19,201,19
1642,1642,201,17,201,18,201,19,201,19,201,20
1643,1643,201,17,201,18,201,20,201,18,201,17
1644,1644,201,17,201,15,201,16,201,19,201,19
1645,1645,201,17,201,16,201,21,201,201,201,21
1646,1646,201,18,201,16,201,20,201,201,201,20
1647,1647,201,17,201,19,201,19,201,21,201,19
1648,1648,201,18,201,18,201,19,201,18,201,18
1649,1649,201,15,201,16,201,19,201,20,201,20
1650,1650,201,16,201,20,201,19,201,201,201,17
1651,1651,201,16,201,16,201,20,201,19,201,18
1652,1652,201,15,201,20,201,16,201,22,201,17
1653,1653,201,16,201,201,201,18,201,18,201,18
1654,1654,201,18,201,18,201,17,201,21,201,17
1655,1655,201,19,201,19,201,21,201,201,201,20
1656,1656,201,15,201,16,201,18,201,19,201,19
1657,1657,201,18,201,17,201,18,201,19,201,21
1658,1658,201,201,201,21,201,19,201,20,201,20
1659,1659,201,17,201,17,201,201,201,22,201,20
1660,1660,201,19,201,201,201,201,201,20,201,17
1661,1661,201,19,201,201,201,15,201,18,201,19
1662,1662,201,20,201,16,201,19,201,19,201,21
1663,1663,201,17,201,16,201,16,201,20,201,19
1664,1664,201,17,201,17,201,18,201,18,201,18
1665,1665,201,18,201,27,201,22,201,21,201,21
1666,1666,201,17,201,18,201,20,201,19,201,16
1667,1667,201,201,201,16,201,20,201,22,201,18
1668,1668,201,19,201,18,201,18,201,19,201,19
1669,1669,201,18,201,18,201,20,201,201,201,16
1670,1670,201,19,201,20,201,18,201,18,201,20
1671,1671,201,17,201,18,201,201,201,201,201,19
1672,1672,201,17,201,20,201,20,201,19,201,17
1673,1673,201,14,201,18,201,18,201,201,201,17
1674,1674,201,17,201,18,201,19,201,20,201,20
1675,1675,201,20,201,18,201,19,201,18,201,15
1676,1676,201,18,201,19,201,19,201,20,201,23
1677,1677,201,17,201,18,201,19,201,19,201,16
1678,1678,201,17,201,17,201,22,201,20,201,19
1679,1679,201,15,201,20,201,16,201,20,201,18
1680,1680,201,19,201,201,201,19,201,201,201,19
1681,1681,201,17,201,16,201,19,201,21,201,20
1682,1682,201,17,201,16,201,20,201,31,201,19
1683,1683,201,18,201,18,201,19,201,18,201,201
1684,1684,201,15,201,19,201,201,201,18,201,81
1685,1685,201,15,201,17,201,24,201,21,201,19
1686,1686,201,20,201,16,201,17,201,21,201,17
1687,1687,201,17,201,15,201,16,201,17,201,18
1688,1688,201,18,201,20,201,20,201,19,201,17
1689,1689,201,17,201,18,201,201,201,201,201,19
1690,1690,201,18,201,201,201,19,201,18,201,18
1691,1691,201,17,201,18,201,17,201,18,201,19
1692,1692,201,20,201,15,201,21,201,21,201,19
1693,1693,201,15,201,17,201,19,201,71,201,16
1694,1694,201,16,201,19,201,19,201,18,201,17
1695,1695,201,18,201,17,201,19,201,19,201,17
1696,1696,201,16,201,201,201,20,201,17,201,17
1697,1697,201,18,201,201,201,18,201,21,201,19
1698,1698,201,17,201,18,201,19,201,20,201,19
1699,1699,201,17,201,16,201,23,201,201,201,16
1700,1700,201,18,201,201,201,21,201,18,201,22
1701,1701,201,16,201,21,201,19,201,17,201,21
1702,1702,201,16,201,19,201,18,201,19,201,19
1703,1703,201,17,201,18,201,18,201,201,201,17
1704,1704,201,201,201,20,201,21,201,17,201,17
1705,1705,201,17,201,19,201,20,201,22,201,201
1706,1706,201,17,201,17,201,22,201,19,201,19
1707,1707,201,17,201,18,201,19,201,21,201,22
1708,1708,201,18,201,19,201,18,201,18,201,201
1709,1709,201,20,201,201,201,20,201,19,201,30
1710,1710,201,15,201,18,201,18,201,21,201,19
1711,1711,201,16,201,17,201,17,201,22,201,19
1712,1712,201,19,201,17,201,16,201,19,201,19
1713,1713,201,19,201,20,201,22,201,19,201,20
1714,1714,201,17,201,19,201,16,201,201,201,18
1715,1715,201,17,201,18,201,18,201,18,201,20
1716,1716,201,17,201,19,201,18,201,18,201,18
1717,1717,201,16,201,18,201,18,201,19,201,18
1718,1718,201,18,201,14,201,19,201,201,201,23
1719,1719,201,18,201,20,201,201,201,16,201,22
1720,1720,201,18,201,19,201,18,201,19,201,21
1721,1721,201,19,201,15,201,18,201,201,201,21
1722,1722,201,19,201,17,201,201,201,18,201,21
1723,1723,201,15,201,17,201,201,201,23,201,18
1724,1724,201,18,201,17,201,201,201,201,201,31
1725,1725,201,17,201,17,201,201,201,18,201,19
1726,1726,201,17,201,16,201,18,201,21,201,19
1727,1727,201,14,201,18,201,26,201,17,201,21
1728,1728,201,17,201,19,201,21,201,18,201,18
1729,1729,201,16,201,17,201,16,201,17,201,18
1730,1730,201,16,201,201,201,19,201,17,201,19
1731,1731,201,18,201,15,201,21,201,16,201,17
1732,1732,201,16,201,19,201,17,201,21,201,17
1733,1733,201,18,201,18,201,22,201,17,201,24
1734,1734,201,16,201,18,201,18,201,21,201,20
1735,1735,201,17,201,19,201,18,201,21,201,17
1736,1736,201,17,201,20,201,201,201,19,201,17
1737,1737,201,18,201,16,201,17,201,18,201,19
1738,1738,201,20,201,17,201,201,201,21,201,20
1739,1739,201,201,201,19,201,18,201,18,201,19
1740,1740,201,16,201,16,201,19,201,19,201,18
1741,1741,201,17,201,17,201,20,201,18,201,18
1742,1742,201,18,201,17,201,19,201,18,201,20
1743,1743,201,16,201,19,201,18,201,201,201,18
1744,1744,201,19,201,201,201,23,201,20,201,19
1745,1745,201,18,201,19,201,17,201,17,201,18
1746,1746,201,16,201,20,201,21,201,201,201,21
1747,1747,201,16,201,21,201,19,201,22,201,20
1748,1748,201,18,201,18,201,41,201,22,201,20
1749,1749,201,17,201,17,201,19,201,21,201,18
1750,1750,201,16,201,17,201,18,201,19,201,23
1751,1751,201,15,201,18,201,20,201,18,201,19
1752,1752,201,19,201,18,201,18,201,201,201,20
1753,1753,201,18,201,18,201,19,201,21,201,17
1754,1754,201,19,201,201,201,20,201,16,201,18
1755,1755,201,19,201,18,201,18,201,22,201,21
1756,1756,201,19,201,16,201,18,201,18,201,20
1757,1757,201,19,201,17,201,17,201,20,201,19
1758,1758,201,18,201,15,201,18,201,21,201,17
1759,1759,201,19,201,19,201,201,201,15,201,19
1760,1760,201,17,201,18,201,18,201,20,201,21
1761,1761,201,19,201,16,201,16,201,201,201,20
1762,1762,201,17,201,15,201,20,201,21,201,20
1763,1763,201,18,201,19,201,21,201,19,201,17
1764,1764,201,16,201,201,201,16,201,201,201,17
1765,1765,201,16,201,17,201,20,201,18,201,20
1766,1766,201,18,201,16,201,17,201,15,201,17
1767,1767,201,16,201,18,201,18,201,18,201,23
1768,1768,201,18,201,15,201,18,201,19,201,20
1769,1769,201,19,201,20,201,201,201,21,201,21
1770,1770,201,17,201,19,201,20,201,18,201,17
1771,1771,201,18,201,17,201,20,201,20,201,18
1772,1772,201,17,201,19,201,19,201,19,201,18
1773,1773,201,15,201,17,201,201,201,22,201,18
1774,1774,201,18,201,18,201,18,201,201,201,18
1775,1775,201,15,201,19,201,15,201,18,201,19
1776,1776,201,17,201,15,201,17,201,16,201,19
1777,1777,201,16,201,17,201,18,201,17,201,21
1778,1778,201,15,201,17,201,18,201,18,201,18
1779,1779,201,20,201,16,201,19,201,16,201,18
1780,1780,201,20,201,18,201,201,201,201,201,20
1781,1781,201,18,201,18,201,20,201,21,201,19
1782,1782,201,15,201,19,201,16,201,19,201,21
1783,1783,201,18,201,21,201,20,201,21,201,18
1784,1784,201,18,201,19,201,20,201,20,201,63
1785,1785,201,15,201,20,201,17,201,18,201,19
1786,1786,201,36,201,19,201,17,201,201,201,20
1787,1787,201,16,201,19,201,20,201,19,201,18
1788,1788,201,15,201,17,201,18,201,17,201,21
1789,1789,201,16,201,16,201,19,201,17,201,20
1790,1790,201,18,201,17,201,18,201,17,201,17
1791,1791,201,14,201,19,201,20,201,21,201,19
1792,1792,201,15,201,18,201,20,201,19,201,18
1793,1793,201,16,201,17,201,21,201,19,201,22
1794,1794,201,16,201,16,201,22,201,18,201,20
1795,1795,201,15,201,19,201,21,201,17,201,16
1796,1796,201,17,201,18,201,18,201,20,201,21
1797,1797,201,17,201,18,201,18,201,21,201,19
1798,1798,201,17,201,16,201,22,201,20,201,20
1799,1799,201,18,201,201,201,17,201,19,201,19
1800,1800,201,17,201,17,201,201,201,19,201,19
1801,1801,201,16,201,17,201,20,201,16,201,20
1802,1802,201,16,201,16,201,20,201,18,201,18
1803,1803,201,16,201,17,201,201,201,19,201,18
1804,1804,201,22,201,17,201,18,201,20,201,20
1805,1805,201,18,201,17,201,20,201,17,201,19
1806,1806,201,16,201,15,195,19,201,18,201,201
1807,1807,201,19,201,20,201,201,201,18,201,16
1808,1808,201,17,201,22,201,19,201,17,201,20
1809,1809,201,15,201,17,201,19,201,20,201,18
1810,1810,201,18,201,18,201,18,201,19,201,19
1811,1811,201,13,201,19,201,18,201,18,201,19
1812,1812,201,16,201,19,201,16,201,20,201,17
1813,1813,201,18,201,16,201,21,201,17,201,17
1814,1814,201,201,201,18,201,19,201,19,201,19
1815,1815,201,19,201,18,201,16,201,19,201,23
1816,1816,201,15,201,18,201,16,201,19,201,17
1817,1817,201,16,201,32,201,17,201,17,201,18
1818,1818,201,16,201,20,201,19,201,21,201,16
1819,1819,201,15,201,19,201,19,201,20,201,18
1820,1820,201,18,201,21,201,19,201,21,201,22
1821,1821,201,15,201,17,201,18,201,18,201,17
1822,1822,201,17,201,16,201,20,201,17,201,16
1823,1823,201,18,201,17,201,20,201,20,201,18
1824,1824,201,17,201,16,201,201,201,19,201,18
1825,1825,201,19,201,19,201,20,201,18,201,20
1826,1826,201,15,201,19,201,17,201,19,201,16
1827,1827,201,18,201,17,201,201,201,18,201,20
1828,1828,201,17,201,15,201,21,201,22,201,19
1829,1829,201,20,201,18,201,201,201,17,201,18
1830,1830,201,17,201,201,201,21,201,19,201,21
1831,1831,201,17,201,18,201,15,201,16,201,18
