,Step,rank0,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank6,rank9
3893,3893,201,16,201,15,33,18,201,18,201,18
3894,3894,201,15,201,19,27,17,201,18,201,16
3895,3895,201,16,201,16,46,201,201,17,201,21
3896,3896,201,16,201,17,62,15,201,19,201,19
3897,3897,201,17,201,19,38,16,201,15,201,18
3898,3898,201,16,201,21,34,15,201,17,201,18
3899,3899,201,19,201,15,42,17,201,16,201,16
3900,3900,201,16,201,16,101,201,201,19,201,17
3901,3901,201,15,201,17,31,17,201,16,201,15
3902,3902,201,15,201,17,119,19,201,18,201,17
3903,3903,201,16,201,17,28,17,201,17,201,17
3904,3904,201,15,201,17,32,17,201,201,201,18
3905,3905,201,16,201,15,37,19,201,16,201,18
3906,3906,201,18,201,18,29,201,201,16,201,18
3907,3907,201,17,201,19,30,18,201,201,201,17
3908,3908,201,17,201,17,32,18,201,17,201,15
3909,3909,201,15,201,18,36,18,201,201,201,48
3910,3910,201,17,201,17,201,20,201,18,201,17
3911,3911,201,18,201,18,43,18,201,18,201,16
3912,3912,201,20,201,16,24,15,201,20,201,19
3913,3913,201,15,201,201,43,20,201,18,201,19
3914,3914,201,15,201,18,30,16,201,15,201,17
3915,3915,201,16,201,17,46,17,201,17,201,17
3916,3916,201,15,201,16,29,18,201,17,201,17
3917,3917,201,17,201,18,31,201,201,201,201,17
3918,3918,201,29,201,17,27,16,201,18,201,20
3919,3919,201,16,201,16,29,17,201,17,201,17
3920,3920,201,18,201,16,45,14,201,15,201,17
3921,3921,201,29,201,17,33,18,201,17,201,18
3922,3922,201,16,201,16,201,17,201,16,201,20
3923,3923,201,16,201,15,48,17,201,18,201,18
3924,3924,201,18,201,18,34,201,201,15,201,14
3925,3925,201,16,201,19,28,17,201,201,201,17
3926,3926,201,15,201,201,44,17,201,17,201,19
3927,3927,201,17,201,16,35,17,201,201,201,17
3928,3928,201,17,201,16,31,17,201,20,201,18
3929,3929,201,16,201,18,35,18,201,19,201,18
3930,3930,201,18,201,15,32,16,201,17,201,201
3931,3931,201,15,201,15,52,16,201,18,201,16
3932,3932,201,17,201,16,201,20,201,21,201,18
3933,3933,201,17,201,18,83,18,201,14,201,34
3934,3934,201,19,201,17,35,18,201,19,201,19
3935,3935,201,15,201,16,201,19,201,201,201,18
3936,3936,201,19,201,19,31,20,201,18,201,19
3937,3937,201,41,201,18,32,201,201,18,201,22
3938,3938,201,18,201,18,32,17,201,17,201,17
3939,3939,201,41,201,19,34,19,201,20,201,24
3940,3940,201,20,201,15,35,21,201,18,201,17
3941,3941,201,17,201,16,30,19,201,18,201,17
3942,3942,201,16,201,17,27,20,201,19,201,18
3943,3943,201,15,201,16,35,18,201,16,201,15
3944,3944,201,17,201,17,27,20,201,19,201,17
3945,3945,201,15,201,18,33,201,201,18,201,21
3946,3946,201,15,201,16,109,17,201,15,201,19
3947,3947,201,18,201,16,90,17,201,19,201,17
3948,3948,201,16,201,16,201,20,201,201,201,15
3949,3949,201,14,201,17,201,18,201,17,201,19
3950,3950,201,16,201,16,37,19,201,18,201,17
3951,3951,201,16,201,18,32,17,201,19,201,20
3952,3952,201,17,201,15,33,18,201,18,201,201
3953,3953,201,18,201,16,201,18,201,16,201,18
3954,3954,201,16,201,19,31,18,201,17,201,19
3955,3955,201,18,201,19,29,19,201,201,201,18
3956,3956,201,17,201,46,26,18,201,19,201,18
3957,3957,201,15,201,15,112,19,201,18,201,17
3958,3958,201,18,201,16,40,17,201,201,201,18
3959,3959,201,15,201,17,201,16,201,17,201,17
3960,3960,201,16,201,18,49,16,201,17,201,18
3961,3961,201,17,201,19,55,17,201,201,201,20
3962,3962,201,18,201,15,37,18,201,15,201,20
3963,3963,201,17,201,19,30,201,201,17,201,19
3964,3964,201,16,201,15,39,17,201,19,201,18
3965,3965,201,16,201,18,201,17,201,17,201,29
3966,3966,201,18,201,17,201,18,201,16,201,18
3967,3967,201,18,201,15,36,18,201,201,201,45
3968,3968,201,13,201,16,31,17,201,18,201,17
3969,3969,201,18,201,18,201,201,201,18,201,20
3970,3970,201,15,201,19,27,18,201,201,201,18
3971,3971,201,20,201,18,35,19,201,17,201,19
3972,3972,201,17,201,17,32,16,201,19,201,17
3973,3973,201,17,201,16,34,19,201,19,201,19
3974,3974,201,201,201,16,37,18,201,18,201,18
3975,3975,201,17,201,18,37,20,201,18,201,16
3976,3976,201,15,201,16,67,19,201,18,201,51
3977,3977,201,17,201,17,41,18,201,16,201,18
3978,3978,201,14,201,17,201,16,201,17,201,15
3979,3979,201,15,201,20,33,201,201,19,201,21
3980,3980,201,18,201,18,201,16,201,17,201,19
3981,3981,201,16,201,18,34,17,201,16,201,22
3982,3982,201,16,201,19,34,21,201,16,201,17
3983,3983,201,18,201,19,33,19,201,18,201,16
3984,3984,201,14,201,39,89,21,201,18,201,15
3985,3985,201,19,201,19,27,19,201,17,201,20
3986,3986,201,72,201,19,27,201,201,17,201,18
3987,3987,201,17,201,17,29,18,201,16,201,18
3988,3988,201,17,201,18,116,19,201,17,201,15
3989,3989,201,37,201,20,67,16,201,17,201,16
3990,3990,201,17,201,18,35,17,201,17,201,18
3991,3991,201,17,201,18,35,17,201,20,201,19
3992,3992,201,17,201,20,51,17,201,17,201,20
3993,3993,201,14,201,16,30,17,201,18,201,19
3994,3994,201,17,201,19,31,20,201,201,201,17
3995,3995,201,15,201,19,34,18,201,18,201,16
3996,3996,201,16,201,17,201,15,201,19,201,19
3997,3997,201,18,201,16,32,18,201,201,201,17
3998,3998,201,19,201,14,32,21,201,18,201,19
3999,3999,201,15,201,19,32,19,201,18,201,18
4000,4000,201,19,201,17,36,18,201,19,201,17
4001,4001,201,16,201,15,63,17,201,16,201,16
4002,4002,201,47,201,17,48,28,201,47,201,19
4003,4003,201,25,201,17,31,16,201,25,201,16
4004,4004,201,17,201,18,28,17,201,17,201,19
4005,4005,201,15,201,18,38,16,201,15,201,18
4006,4006,201,16,201,14,32,17,201,16,201,19
4007,4007,201,15,201,18,54,19,201,15,201,201
4008,4008,201,14,201,17,37,17,201,14,201,19
4009,4009,201,17,201,15,42,18,201,17,201,19
4010,4010,201,16,201,17,201,15,201,16,201,15
4011,4011,201,16,201,201,53,16,201,16,201,17
4012,4012,201,18,201,20,38,18,201,18,201,18
4013,4013,201,15,201,19,35,16,201,15,201,19
4014,4014,201,15,201,15,26,16,201,15,201,18
4015,4015,201,18,201,17,201,15,201,18,201,17
4016,4016,201,18,201,17,37,18,201,18,201,19
4017,4017,201,16,201,17,29,18,201,16,201,20
4018,4018,201,17,201,16,35,20,201,17,201,19
4019,4019,201,18,201,18,76,201,201,18,201,19
4020,4020,201,18,201,20,201,18,201,18,201,17
4021,4021,201,15,201,17,75,17,201,15,201,18
4022,4022,201,17,201,17,27,17,201,17,201,17
4023,4023,201,18,201,16,33,23,201,18,201,17
4024,4024,201,16,201,14,60,18,201,16,201,19
4025,4025,201,18,201,201,34,18,201,18,201,18
4026,4026,201,17,201,23,36,17,201,17,201,31
4027,4027,201,15,201,17,33,17,201,15,201,16
4028,4028,201,28,201,16,44,15,201,28,201,15
4029,4029,201,17,201,201,41,16,201,17,201,17
4030,4030,201,17,201,16,85,16,201,17,201,18
4031,4031,201,15,201,16,31,18,201,15,201,18
4032,4032,201,18,201,17,33,17,201,18,201,21
4033,4033,201,16,201,16,201,17,201,16,201,16
4034,4034,201,15,201,19,31,16,201,15,201,17
4035,4035,201,201,201,17,29,18,201,201,201,18
4036,4036,201,15,201,17,29,16,201,15,201,17
4037,4037,201,17,201,17,201,18,201,17,201,15
4038,4038,201,17,201,16,31,18,201,17,201,17
4039,4039,201,201,201,17,35,17,201,201,201,18
4040,4040,201,16,201,17,39,17,201,16,201,15
4041,4041,201,16,201,19,41,17,201,16,201,15
4042,4042,201,16,201,18,35,18,201,16,201,18
4043,4043,201,17,201,18,201,201,201,17,201,19
4044,4044,201,16,201,201,201,20,201,16,201,16
4045,4045,201,16,201,17,32,17,201,16,201,18
4046,4046,201,17,201,16,54,19,201,17,201,21
4047,4047,201,16,201,201,33,14,201,16,201,16
4048,4048,201,16,201,17,42,22,201,16,201,22
4049,4049,201,16,201,18,66,201,201,16,201,16
4050,4050,201,17,201,15,40,21,201,17,201,16
4051,4051,201,16,201,15,34,201,201,16,201,18
4052,4052,201,19,201,19,38,16,201,19,201,16
4053,4053,201,15,201,17,26,18,201,15,201,23
4054,4054,201,201,201,17,34,18,201,201,201,18
4055,4055,201,16,201,18,31,17,201,16,201,17
4056,4056,201,17,201,18,39,16,201,17,201,20
4057,4057,201,17,201,14,32,18,201,17,201,21
4058,4058,201,17,201,14,34,21,201,17,201,18
4059,4059,201,16,201,17,34,17,201,16,201,15
4060,4060,201,16,201,17,36,16,201,16,201,16
4061,4061,201,17,201,17,36,113,201,17,201,16
4062,4062,201,17,201,19,87,22,201,17,201,17
4063,4063,201,16,201,17,30,17,201,16,201,18
4064,4064,201,17,201,17,32,17,201,17,201,16
4065,4065,201,18,201,18,44,18,201,18,201,18
4066,4066,201,16,201,16,35,17,201,16,201,17
4067,4067,201,15,201,17,109,88,201,15,201,21
4068,4068,201,17,201,19,37,19,201,17,201,17
4069,4069,201,16,201,16,31,21,201,16,201,51
4070,4070,201,18,201,201,26,18,201,18,201,16
4071,4071,201,18,201,16,32,18,201,18,201,18
4072,4072,201,18,201,18,26,19,201,18,201,17
4073,4073,201,16,201,15,37,15,201,16,201,17
4074,4074,201,17,201,17,51,19,201,17,201,15
4075,4075,201,15,201,201,32,17,201,15,201,18
4076,4076,201,16,201,19,63,18,201,16,201,17
4077,4077,201,51,201,18,56,18,201,51,201,18
4078,4078,201,19,201,17,30,18,201,19,201,17
4079,4079,201,17,201,19,31,16,201,17,201,16
4080,4080,201,18,201,17,201,16,201,18,201,19
4081,4081,201,17,201,19,25,16,201,17,201,20
4082,4082,201,18,201,18,81,19,201,18,201,19
4083,4083,201,19,201,16,55,16,201,19,201,19
4084,4084,201,17,201,17,35,16,201,17,201,20
4085,4085,201,17,201,17,27,18,201,17,201,17
4086,4086,201,54,201,17,32,18,201,54,201,17
4087,4087,201,17,201,17,31,18,201,17,201,17
4088,4088,201,15,201,19,27,18,201,15,201,18
4089,4089,201,201,201,16,201,17,201,201,201,16
4090,4090,201,15,201,15,201,16,201,15,201,18
4091,4091,201,15,201,17,69,18,201,15,201,16
4092,4092,201,16,201,17,25,18,201,16,201,19
4093,4093,201,17,201,19,60,201,201,17,201,18
4094,4094,201,17,201,17,39,16,201,17,201,18
4095,4095,201,18,201,18,38,17,201,18,201,16
4096,4096,201,31,201,17,32,18,201,31,201,19
4097,4097,201,18,201,18,48,16,201,18,201,43
4098,4098,201,20,201,19,35,16,201,20,201,19
4099,4099,201,15,201,17,34,17,201,15,201,16
4100,4100,201,16,201,18,24,20,201,16,201,18
4101,4101,201,16,201,17,35,16,201,16,201,19
4102,4102,201,17,201,15,63,15,201,17,201,19
4103,4103,201,16,201,19,30,201,201,16,201,18
4104,4104,201,17,201,19,41,18,201,17,201,18
4105,4105,201,15,201,17,31,15,201,15,201,21
4106,4106,201,20,201,15,35,16,201,20,201,17
4107,4107,201,17,201,20,34,20,201,17,201,18
4108,4108,201,16,201,17,34,17,201,16,201,17
4109,4109,201,201,201,19,43,20,201,201,201,17
4110,4110,201,20,201,17,35,16,201,20,201,17
4111,4111,201,19,201,17,25,17,201,19,201,17
4112,4112,201,16,201,15,25,201,201,16,201,20
4113,4113,201,16,201,201,39,17,201,16,201,16
4114,4114,201,17,201,16,32,16,201,17,201,20
4115,4115,201,14,201,18,30,19,201,14,201,18
4116,4116,201,15,201,17,33,17,201,15,201,25
4117,4117,201,17,201,19,31,201,201,17,201,18
4118,4118,201,18,201,18,27,18,201,18,201,18
4119,4119,201,14,201,17,66,20,201,14,201,17
4120,4120,201,15,201,16,28,201,201,15,201,17
4121,4121,201,201,201,17,32,18,201,201,201,19
4122,4122,201,16,201,16,38,18,201,16,201,17
4123,4123,201,18,201,16,201,19,201,18,201,15
4124,4124,201,15,201,17,32,20,201,15,201,16
4125,4125,201,15,201,17,34,17,201,15,201,19
4126,4126,201,18,201,17,61,14,201,18,201,19
4127,4127,201,18,201,18,31,16,201,18,201,21
4128,4128,201,18,201,17,37,15,201,18,201,20
4129,4129,201,15,201,16,39,18,201,15,201,17
4130,4130,201,17,201,18,33,19,201,17,201,43
4131,4131,201,17,201,17,32,16,201,17,201,16
4132,4132,201,14,201,18,38,19,201,14,201,18
4133,4133,201,17,201,16,37,201,201,17,201,19
4134,4134,201,18,201,16,201,16,201,18,201,19
4135,4135,201,18,201,17,43,17,201,18,201,18
4136,4136,201,15,201,18,34,17,201,15,201,20
4137,4137,201,16,201,201,81,16,201,16,201,17
4138,4138,201,15,201,15,33,16,201,15,201,17
4139,4139,201,15,201,17,201,17,201,15,201,18
4140,4140,201,17,201,16,34,201,201,17,201,18
4141,4141,201,17,201,18,73,201,201,17,201,17
4142,4142,201,15,201,18,33,201,201,15,201,17
4143,4143,201,15,201,14,24,19,201,15,201,18
4144,4144,201,14,201,15,76,17,201,14,201,19
4145,4145,201,19,201,17,26,15,201,19,201,17
4146,4146,201,17,201,18,30,17,201,17,201,19
4147,4147,201,20,201,18,32,18,201,20,201,18
4148,4148,201,17,201,201,41,18,201,17,201,17
4149,4149,201,17,201,17,40,15,201,17,201,16
4150,4150,201,15,201,28,33,17,201,15,201,19
4151,4151,201,16,201,18,33,18,201,16,201,19
4152,4152,201,17,201,16,35,23,201,17,201,19
4153,4153,201,16,201,16,26,18,201,16,201,17
4154,4154,201,17,201,15,28,21,201,17,201,18
4155,4155,201,14,201,19,29,19,201,14,201,18
4156,4156,201,201,201,19,49,17,201,201,201,17
4157,4157,201,17,201,16,31,21,201,17,201,19
4158,4158,201,16,201,17,60,19,201,16,201,17
4159,4159,201,19,201,19,201,19,201,19,201,19
4160,4160,201,18,201,15,22,18,201,18,201,19
4161,4161,201,15,201,18,30,16,201,15,201,19
4162,4162,201,17,201,19,61,201,201,17,201,28
4163,4163,201,19,201,21,100,201,201,19,201,19
4164,4164,201,15,201,17,35,18,201,15,201,18
4165,4165,201,17,201,18,29,18,201,17,201,17
4166,4166,201,18,201,17,29,18,201,18,201,17
4167,4167,201,17,201,16,29,19,201,17,201,18
4168,4168,201,16,201,19,25,20,201,16,201,19
4169,4169,201,15,201,201,29,18,201,15,201,19
4170,4170,201,20,201,16,85,16,201,20,201,19
4171,4171,201,16,201,17,32,18,201,16,201,19
4172,4172,201,19,201,201,31,17,201,19,201,18
4173,4173,201,15,201,15,28,17,201,15,201,17
4174,4174,201,17,201,17,36,17,201,17,201,17
4175,4175,201,201,201,19,42,18,201,201,201,18
4176,4176,201,16,201,20,31,18,201,16,201,18
4177,4177,201,15,201,16,27,16,201,15,201,17
4178,4178,201,41,201,17,30,18,201,41,201,18
4179,4179,201,17,201,16,24,19,201,17,201,17
4180,4180,201,17,201,201,29,17,201,17,201,52
4181,4181,201,15,201,96,37,18,201,15,201,20
4182,4182,201,16,201,17,29,18,201,16,201,201
4183,4183,201,15,201,17,201,18,201,15,201,18
4184,4184,201,16,201,17,27,20,201,16,201,18
4185,4185,201,15,201,19,30,21,201,15,201,18
4186,4186,201,16,201,16,201,201,201,16,201,18
4187,4187,201,16,201,16,27,16,201,16,201,40
4188,4188,201,18,201,17,201,20,201,18,201,17
4189,4189,201,28,201,17,26,201,201,28,201,17
4190,4190,201,14,201,17,37,15,201,14,201,19
4191,4191,201,201,201,16,30,15,201,201,201,17
4192,4192,201,16,201,15,35,17,201,16,201,19
4193,4193,201,40,201,18,29,16,201,40,201,17
4194,4194,201,62,201,18,49,16,201,62,201,16
4195,4195,201,15,201,16,89,17,201,15,201,20
4196,4196,201,15,201,18,23,18,201,15,201,18
4197,4197,201,14,201,18,28,17,201,14,201,201
4198,4198,201,16,201,17,44,21,201,16,201,18
4199,4199,201,17,201,18,35,18,201,17,201,17
4200,4200,201,16,201,16,30,17,201,16,201,18
4201,4201,201,18,201,17,31,19,201,18,201,18
4202,4202,201,17,201,201,31,201,201,17,201,16
4203,4203,201,19,201,16,30,16,201,19,201,16
4204,4204,201,16,201,16,31,17,201,16,201,17
4205,4205,201,17,201,19,40,19,201,17,201,16
4206,4206,201,18,201,15,36,19,201,18,201,18
4207,4207,201,17,201,18,33,16,201,17,201,20
4208,4208,201,16,201,17,28,19,201,16,201,16
4209,4209,201,15,201,18,50,201,201,15,201,18
4210,4210,201,16,201,18,33,18,201,16,201,17
4211,4211,201,18,201,18,30,18,201,18,201,16
4212,4212,201,16,201,16,50,17,201,16,201,24
4213,4213,201,17,201,19,31,17,201,17,201,19
4214,4214,201,14,201,19,24,16,201,14,201,19
4215,4215,201,18,201,15,26,16,201,18,201,26
4216,4216,201,14,201,15,25,19,201,14,201,38
4217,4217,201,18,201,17,201,20,201,18,201,18
4218,4218,201,15,201,17,25,20,201,15,201,23
4219,4219,201,17,201,16,38,18,201,17,201,17
4220,4220,201,201,201,17,32,19,201,201,201,17
4221,4221,201,17,201,17,32,19,201,17,201,21
4222,4222,201,16,201,19,25,17,201,16,201,20
4223,4223,201,17,201,20,201,19,201,17,201,17
4224,4224,201,30,201,16,201,16,201,30,201,20
4225,4225,201,17,201,18,38,16,201,17,201,21
4226,4226,201,15,201,15,34,13,201,15,201,18
4227,4227,201,18,201,201,54,21,201,18,201,26
4228,4228,201,17,201,19,201,18,201,17,201,19
4229,4229,201,16,201,19,44,18,201,16,201,18
4230,4230,201,18,201,17,30,27,201,18,201,71
4231,4231,201,17,201,19,44,16,201,17,201,16
4232,4232,201,16,201,17,30,18,201,16,201,18
4233,4233,201,16,201,19,62,17,201,16,201,17
4234,4234,201,18,201,18,69,19,201,18,201,40
4235,4235,201,17,201,19,201,16,201,17,201,18
4236,4236,201,15,201,18,36,17,201,15,201,18
4237,4237,201,17,201,15,42,17,201,17,201,19
4238,4238,201,18,201,20,30,19,201,18,201,17
4239,4239,201,16,201,18,201,201,201,16,201,14
4240,4240,201,17,201,17,27,16,201,17,201,19
4241,4241,201,18,201,201,34,17,201,18,201,19
4242,4242,201,16,201,17,43,18,201,16,201,18
4243,4243,201,17,201,18,201,17,201,17,201,18
4244,4244,201,16,201,17,27,18,201,16,201,19
4245,4245,201,18,201,18,26,18,201,18,201,20
4246,4246,201,17,201,201,34,19,201,17,201,18
4247,4247,201,15,201,16,56,18,201,15,201,16
4248,4248,201,17,201,19,26,15,201,17,201,19
4249,4249,201,17,201,15,33,19,201,17,201,18
4250,4250,201,16,201,17,201,18,201,16,201,18
4251,4251,201,15,201,18,201,18,201,15,201,21
4252,4252,201,201,201,16,32,19,201,201,201,18
4253,4253,201,14,201,18,42,19,201,14,201,20
4254,4254,201,17,201,17,201,19,201,17,201,17
4255,4255,201,16,201,16,26,18,201,16,201,19
4256,4256,201,17,201,19,28,18,201,17,201,18
4257,4257,201,16,201,18,53,16,201,16,201,17
4258,4258,201,17,201,19,40,17,201,17,201,17
4259,4259,201,91,201,17,29,20,201,91,201,20
4260,4260,201,16,201,18,29,201,201,16,201,17
4261,4261,201,18,201,19,27,18,201,18,201,15
4262,4262,201,18,201,201,83,18,201,18,201,17
4263,4263,201,15,201,18,30,16,201,15,201,20
4264,4264,201,16,201,18,72,17,201,16,201,18
4265,4265,201,17,201,17,34,19,201,17,201,15
4266,4266,201,16,201,17,49,16,201,16,201,18
4267,4267,201,15,201,18,24,17,201,15,201,18
4268,4268,201,15,201,16,39,18,201,15,201,17
4269,4269,201,15,201,15,29,19,201,15,201,18
4270,4270,201,16,201,19,33,17,201,16,201,15
4271,4271,201,20,201,18,36,21,201,20,201,17
4272,4272,201,15,201,18,28,201,201,15,201,18
4273,4273,201,17,201,18,71,18,201,17,201,21
4274,4274,201,17,201,19,33,17,201,17,201,21
4275,4275,201,15,201,14,47,19,201,15,201,17
4276,4276,201,201,201,17,73,19,201,201,201,21
4277,4277,201,17,201,18,34,14,201,17,201,18
4278,4278,201,16,201,20,34,17,201,16,201,17
4279,4279,201,16,201,19,30,15,201,16,201,18
4280,4280,201,16,201,201,36,16,201,16,201,18
4281,4281,201,17,201,16,28,17,201,17,201,19
4282,4282,201,16,201,15,34,16,201,16,201,18
4283,4283,201,17,201,18,32,16,201,17,201,18
4284,4284,201,91,201,18,57,18,201,91,201,20
4285,4285,201,15,201,201,30,18,201,15,201,18
4286,4286,201,16,201,201,30,20,201,16,201,17
4287,4287,201,16,201,16,52,16,201,16,201,16
4288,4288,201,14,201,19,25,20,201,14,201,18
4289,4289,201,74,201,19,35,17,201,74,201,16
4290,4290,201,16,201,18,29,20,201,16,201,17
4291,4291,201,15,201,15,30,15,201,15,201,21
4292,4292,201,18,201,16,29,17,201,18,201,18
4293,4293,201,16,201,17,25,17,201,16,201,18
4294,4294,201,16,201,17,28,17,201,16,201,17
4295,4295,201,18,201,14,63,15,201,18,201,19
4296,4296,201,18,201,18,75,17,201,18,201,18
4297,4297,201,17,201,17,201,19,201,17,201,19
4298,4298,201,15,201,17,64,18,201,15,201,16
4299,4299,201,24,201,19,26,18,201,24,201,17
4300,4300,201,16,201,16,27,15,201,16,201,19
4301,4301,201,16,201,18,85,16,201,16,201,16
4302,4302,201,15,201,20,34,16,201,15,201,18
4303,4303,201,17,201,13,29,201,201,17,201,18
4304,4304,201,15,201,18,201,17,201,15,201,15
4305,4305,201,15,201,18,50,18,201,15,201,18
4306,4306,201,17,201,18,201,19,201,17,201,16
4307,4307,201,16,201,18,32,14,201,16,201,18
4308,4308,201,17,201,18,31,16,201,17,201,19
4309,4309,201,17,201,201,33,34,201,17,201,15
4310,4310,201,20,201,18,24,15,201,20,201,18
4311,4311,201,15,201,17,84,17,201,15,201,18
4312,4312,201,16,201,18,30,16,201,16,201,20
4313,4313,201,15,201,15,33,19,201,15,201,19
4314,4314,201,17,201,17,29,18,201,17,201,18
4315,4315,201,17,201,16,48,16,201,17,201,17
4316,4316,201,16,201,16,52,16,201,16,201,18
4317,4317,201,15,201,16,29,18,201,15,201,19
4318,4318,201,16,201,201,32,16,201,16,201,16
4319,4319,201,15,201,17,28,21,201,15,201,19
4320,4320,201,16,201,15,25,18,201,16,201,16
4321,4321,201,18,201,18,31,17,201,18,201,17
4322,4322,201,17,201,18,201,18,201,17,201,16
4323,4323,201,17,201,18,43,16,201,17,201,23
4324,4324,201,14,201,201,64,16,201,14,201,16
4325,4325,201,19,201,17,56,19,201,19,201,17
4326,4326,201,18,201,16,31,19,201,18,201,19
4327,4327,201,15,201,15,201,16,201,15,201,15
4328,4328,201,15,201,16,201,16,201,15,201,17
4329,4329,201,16,201,17,34,16,201,16,201,17
4330,4330,201,17,201,17,40,18,201,17,201,19
4331,4331,201,20,201,201,30,16,201,20,201,21
4332,4332,201,16,201,18,31,17,201,16,201,18
4333,4333,201,18,201,20,31,21,201,18,201,20
4334,4334,201,15,201,17,29,16,201,15,201,17
4335,4335,201,18,201,17,40,19,201,18,201,15
4336,4336,201,18,201,19,29,15,201,18,201,20
4337,4337,201,17,201,201,31,17,201,17,201,17
4338,4338,201,16,201,19,28,18,201,16,201,19
4339,4339,201,17,201,16,127,17,201,17,201,17
4340,4340,201,17,201,19,33,22,201,17,201,16
4341,4341,201,16,201,18,29,18,201,16,201,19
4342,4342,201,16,201,17,27,19,201,16,201,23
4343,4343,201,16,201,201,27,17,201,16,201,19
4344,4344,201,15,201,18,29,20,201,15,201,201
4345,4345,201,17,201,21,29,17,201,17,201,19
4346,4346,201,15,201,16,38,19,201,15,201,18
4347,4347,201,15,201,15,28,20,201,15,201,18
4348,4348,201,15,201,16,41,201,201,15,201,15
4349,4349,201,16,201,16,29,19,201,16,201,18
4350,4350,201,14,201,19,30,18,201,14,201,17
4351,4351,201,15,201,29,201,17,201,15,201,17
4352,4352,201,16,201,18,28,20,201,16,201,20
4353,4353,201,19,201,17,24,17,201,19,201,17
4354,4354,201,16,201,17,22,201,201,16,201,18
4355,4355,201,14,201,19,41,20,201,14,201,17
4356,4356,201,14,201,16,58,17,201,14,201,20
4357,4357,201,17,201,18,30,201,201,17,201,46
4358,4358,201,18,201,16,34,19,201,18,201,19
4359,4359,201,19,201,18,25,17,201,19,201,18
4360,4360,201,15,201,19,29,19,201,15,201,21
4361,4361,201,18,201,16,201,18,201,18,201,18
4362,4362,201,18,201,16,34,17,201,18,201,16
4363,4363,201,16,201,17,30,15,201,16,201,17
4364,4364,201,16,201,16,31,18,201,16,201,17
4365,4365,201,15,201,14,29,18,201,15,201,17
4366,4366,201,19,201,201,33,17,201,19,201,19
4367,4367,201,16,201,17,34,17,201,16,201,19
4368,4368,201,19,201,15,31,18,201,19,201,18
4369,4369,201,15,201,17,30,18,201,15,201,18
4370,4370,201,15,201,17,74,17,201,15,201,18
4371,4371,201,201,201,201,31,18,201,201,201,19
4372,4372,201,15,201,19,33,18,201,15,201,17
4373,4373,201,15,201,17,39,18,201,15,201,17
4374,4374,201,17,201,20,33,201,201,17,201,17
4375,4375,201,17,201,18,34,18,201,17,201,18
4376,4376,201,17,201,18,30,18,201,17,201,19
4377,4377,201,18,201,16,31,18,201,18,201,16
4378,4378,201,16,201,19,30,18,201,16,201,20
4379,4379,201,18,201,18,34,17,201,18,201,19
4380,4380,201,17,201,18,34,18,201,17,201,17
4381,4381,201,18,201,16,30,16,201,18,201,18
4382,4382,201,21,201,18,29,20,201,21,201,18
4383,4383,201,16,201,16,37,17,201,16,201,16
4384,4384,201,16,201,20,29,19,201,16,201,18
4385,4385,201,46,201,19,30,17,201,46,201,19
4386,4386,201,17,201,18,201,16,201,17,201,17
4387,4387,201,16,201,19,35,18,201,16,201,20
4388,4388,201,17,201,17,33,16,201,17,201,16
4389,4389,201,17,201,17,31,18,201,17,201,29
4390,4390,201,15,201,18,24,15,201,15,201,17
4391,4391,201,15,201,18,27,16,201,15,201,19
4392,4392,201,16,201,18,30,15,201,16,201,16
4393,4393,201,14,201,18,23,17,201,14,201,201
4394,4394,201,18,201,19,28,201,201,18,201,17
4395,4395,201,17,201,17,26,18,201,17,201,18
4396,4396,201,16,201,19,201,19,201,16,201,16
4397,4397,201,15,201,18,31,18,201,15,201,20
4398,4398,201,16,201,18,33,19,201,16,201,16
4399,4399,201,16,201,17,38,18,201,16,201,16
4400,4400,201,14,201,15,64,201,201,14,201,15
4401,4401,201,18,201,20,201,17,201,18,201,21
4402,4402,201,15,201,17,26,17,201,15,201,19
4403,4403,201,14,201,17,39,16,201,14,201,17
4404,4404,201,16,201,17,201,19,201,16,201,19
4405,4405,201,18,201,19,30,201,201,18,201,18
4406,4406,201,16,201,16,28,18,201,16,201,26
4407,4407,201,15,201,15,36,17,201,15,201,16
4408,4408,201,15,201,17,28,18,201,15,201,17
4409,4409,201,19,201,14,62,17,201,19,201,18
4410,4410,201,18,201,16,28,16,201,18,201,68
4411,4411,201,16,201,16,31,19,201,16,201,20
4412,4412,201,18,201,201,26,16,201,18,201,13
4413,4413,201,18,201,19,57,19,201,18,201,21
4414,4414,201,17,201,19,31,16,201,17,201,17
4415,4415,201,19,201,17,27,19,201,19,201,18
4416,4416,201,16,201,201,34,19,201,16,201,20
4417,4417,201,13,201,18,28,63,201,13,201,18
4418,4418,201,17,201,17,98,18,201,17,201,16
4419,4419,201,21,201,16,201,17,201,21,201,17
4420,4420,201,15,201,18,32,19,201,15,201,17
4421,4421,201,18,201,17,48,17,201,18,201,18
4422,4422,201,14,201,15,29,18,201,14,201,18
4423,4423,201,16,201,18,37,18,201,16,201,17
4424,4424,201,15,201,17,59,18,201,15,201,15
4425,4425,201,15,201,18,31,20,201,15,201,18
4426,4426,201,16,201,19,29,19,201,16,201,19
4427,4427,201,19,201,17,64,17,201,19,201,18
4428,4428,201,17,201,17,30,19,201,17,201,15
